book_title,deep_word,modern_word,english_equivalent
Noli Me Tangere,Isasakatuparan,ipapatupad,will implement
Noli Me Tangere,Komedya,dula,comedy
Noli Me Tangere,Tinutulan,inayawan,opposed
Noli Me Tangere,Kabesa,"pinuno, kapitan",headman
Noli Me Tangere,Panukala,suhestyon,proposal
Noli Me Tangere,Tuliro,"naguguluhan, nalilito",confused
Noli Me Tangere,Dampa,bahay na maliit,hut
Noli Me Tangere,Nagmakaawa,nakiusap,begged
Noli Me Tangere,Piitan,kulungan,prison
Noli Me Tangere,Pagdaramdam,pagkalungkot,sorrow
Noli Me Tangere,Karwahe,sasakyang hilahila ng kabayo,carriage
Noli Me Tangere,Sinang,ayunan – pumayag,agreed
Noli Me Tangere,Pakikitungo,pakikisama,dealing
Noli Me Tangere,Titiyakin,sisiguraduhin,ensure
Noli Me Tangere,Inimbitahan,inanyayahan,invited
Noli Me Tangere,Kawaksi,kasangga o kaanib,ally
Noli Me Tangere,Paglalakbay,paglalakad,travel
Noli Me Tangere,Kundiman,awiting pag-ibig,love song
Noli Me Tangere,Pagsulpot,biglang paglabas,sudden appearance
Noli Me Tangere,Nilundag,tumalon,jumped
Noli Me Tangere,Pinagmamasdan,tinititigan,observed
Noli Me Tangere,Nagtatampisaw,naglalaro sa tubig,splashing
Noli Me Tangere,Nilibot,naglalakad-lakad,toured
Noli Me Tangere,Alperes,opisyal ng militar,lieutenant
Noli Me Tangere,Pinahintulutan,pinayagan,permitted
Noli Me Tangere,Sarhento,ranggo ng sundalo,sergeant
Noli Me Tangere,Dakipin,hulihin,capture
Noli Me Tangere,Hinalughog,hinanap,searched
Noli Me Tangere,Nabigo,natalo,failed
Noli Me Tangere,Pilosopo,"nag-uusisa, matalinong tao",philosopher
Noli Me Tangere,Nangangahulugan,ibig sabihin,means
Noli Me Tangere,Gayunpaman,subalit,however
Noli Me Tangere,Uusbong,sisibol,sprout
Noli Me Tangere,Panauhin,bisita,guest
Noli Me Tangere,Mandudula,"dramatista, artista",playwright
Noli Me Tangere,Kinontrata,kinausap,contracted
Noli Me Tangere,Piitan,kulungan,prison
Noli Me Tangere,Panauhin,bisita,guest
Noli Me Tangere,Mapuri,purihin,praised
Noli Me Tangere,Hinandugan,inalayan,offered
Noli Me Tangere,Nagmungkahi,nagpahayag,suggested
Noli Me Tangere,Paanyaya,imbitasyon,invitation
Noli Me Tangere,Nailathala,naibalita,published
Noli Me Tangere,Pahayagan,naglalaman ng balita,newspaper
Noli Me Tangere,Kaganapan,pangyayari,event
Noli Me Tangere,Nasiyahan,natuwa,pleased
Noli Me Tangere,Dinaluhan,pinuntahan,attended
Noli Me Tangere,Kalembang,tunog ng kampana,tolling
Noli Me Tangere,Magarbo,"bongga, marangya",lavish
Noli Me Tangere,Pilosopo,"naguusisa, matalinong tao",philosopher
Noli Me Tangere,Prusisyon,parada,procession
Noli Me Tangere,Misa,simba,mass
Noli Me Tangere,Komedya,palabas ng nakakatuwa,comedy
Noli Me Tangere,Maestro,guro,teacher
Noli Me Tangere,Alkalde,mayor,mayor
Noli Me Tangere,Sermon,pangangaral,sermon
Noli Me Tangere,Pulpito,gamit ng nagsesermon tulad ng pari,pulpit
Noli Me Tangere,Sermon,pangangaral,sermon
Noli Me Tangere,Nakatuon,"nakabaling, naka pokus",focused
Noli Me Tangere,Tinitingala,hinahangaan,looked up to
Noli Me Tangere,Tulisan,"hindi sumusunod sa batas, bandido",outlaw
Noli Me Tangere,Naghihikab,pagkaantok,yawning
Noli Me Tangere,Sinusulyapan,palihim na tinitignan,glanced at
Noli Me Tangere,Erehe,hindi sumusunod sa utos ng simbahan,heretic
Noli Me Tangere,Makikilahok,sasali,participate
Noli Me Tangere,Nagdaos,nagdiwang,held
Noli Me Tangere,Alkalde,mayor,mayor
Noli Me Tangere,Alperes,opisyal ng militar,lieutenant
Noli Me Tangere,Hudyat,senyales,signal
Noli Me Tangere,Sermon,pangangaral,sermon
Noli Me Tangere,Nangangatal,nanginginig,shaking
Noli Me Tangere,Bumbong,lalagyan na yari sa kawayan,bamboo tube
Noli Me Tangere,Nagmungkahi,"nag ulat, nagsalita, nagkwento",suggested
Noli Me Tangere,Eskribano,tagapagtala,clerk
Noli Me Tangere,Uka,sira,notch
Noli Me Tangere,Binendisyonan,binasbasan,blessed
Noli Me Tangere,Nagulantang,nagulat,startled
Noli Me Tangere,Manatili,magpatuloy,remain
Noli Me Tangere,Matukoy,masabi,identify
Noli Me Tangere,Milagro,himala,miracle
Noli Me Tangere,Alkalde,mayor,mayor
Noli Me Tangere,Alperes,opisyal ng militar,lieutenant
Noli Me Tangere,Tinyente,sundalo,lieutenant
Noli Me Tangere,Eskribano,tagapagtala,clerk
Noli Me Tangere,Telegrama,sulat,telegram
Noli Me Tangere,Kumbento,simbahan,convent
Noli Me Tangere,Huminahon,kumalma,calm down
Noli Me Tangere,Pumanig,kumampi,sided
Noli Me Tangere,Makakapagtimpi,makakapagpigil,restrain oneself
Noli Me Tangere,Alkalde,mayor,mayor
Noli Me Tangere,Binitawan,pinakawalan,released
Noli Me Tangere,Nalugod,nagalak,delighted
Noli Me Tangere,Ekskomunikado,bawal tanggapin ng simbahan habang nabubuhay,excommunicated
Noli Me Tangere,Umuubra,tumalab,effective
Noli Me Tangere,Katwiran,rason,reason
Noli Me Tangere,Nagimbal,pagkagulat,shocked
Noli Me Tangere,Manganganib,delikado,in danger
Noli Me Tangere,Iritang irita,inis na inis,very annoyed
Noli Me Tangere,Ipinamalas,ipinakita,demonstrated
Noli Me Tangere,Nobyo,kasintahang lalaki,boyfriend
Noli Me Tangere,Ekskomunikado,bawal tanggapin ng simbahan habang nabubuhay,excommunicated
Noli Me Tangere,Arsobispo,mataas na katungkulan ng pari,archbishop
Noli Me Tangere,Alkalde,mayor,mayor
Noli Me Tangere,Iminungkahi,inilahad,suggested
Noli Me Tangere,Patungo,papunta,heading
Noli Me Tangere,Pagkalembang,pagtunog,tolling
Noli Me Tangere,Alperes,opisyal ng militar,lieutenant
Noli Me Tangere,Prusisyon,parada,procession
Noli Me Tangere,Garbo,"maganda, magara",elegance
Noli Me Tangere,Karosa,karwahe,carriage
Noli Me Tangere,Alperes,opisyal ng militar,lieutenant
Noli Me Tangere,Esposa,asawang babae,wife
Noli Me Tangere,Papanhikin,"umakyat, sumampa, bumisita",ascend
Noli Me Tangere,Pinahinto,pinatigil,halted
Noli Me Tangere,Hudyat,signal,signal
Noli Me Tangere,Maralita,"dukha, mahirap",poor
Noli Me Tangere,Alkalde,mayor,mayor
Noli Me Tangere,Matamlay,mahinang mahina,listless
Noli Me Tangere,Abuloy,pagbibigay sa nangangailangan,offering
Noli Me Tangere,Kumbento,simbahan,convent
Noli Me Tangere,Inaliw,nilibang,consoled
Noli Me Tangere,Pilat,peklat,scar
Noli Me Tangere,Mangahas,matapang,dare
Noli Me Tangere,Danyos,bayad sa nasira,damages
Noli Me Tangere,Limos,limos,alms
Noli Me Tangere,Kubyertos,gamit sa pagkain,cutlery
Noli Me Tangere,Nabigasyon,paglalakbay,navigation
Noli Me Tangere,Singil,bayad,charge
Noli Me Tangere,Nabighani,nahulog,fascinated
Noli Me Tangere,Luhaan,umiiyak,tearful
Noli Me Tangere,Balkonahe,bahagi ng bahay na nagsisilbing pahingahan,balcony
Noli Me Tangere,Liham,sulat,letter
Noli Me Tangere,Abugasya,pagaaral para maging abogado,law studies
Noli Me Tangere,Danyos,bayad sa nasira,compensation
Noli Me Tangere,Lumayas,umalis,depart
Noli Me Tangere,Nabinat,pagbalik ng sakit,relapse
Noli Me Tangere,Kumpisal,pagpapahayag,confession
Noli Me Tangere,Destino,mailagay o ilipat,assignment
Noli Me Tangere,Napawalang bisa,napawalang sala,invalidated
Noli Me Tangere,Ekskomunikado,bawal tanggapin ng simbahan habang nabububay,excommunicated
Noli Me Tangere,Napapaligiran,napapalibutan,surrounded
Noli Me Tangere,Iminungkahi,inilahad,suggested
Noli Me Tangere,Masalimuot,"mahirap, magulo",complicated
Noli Me Tangere,Sinapit,dinanas,endured
Noli Me Tangere,Kumbento,simbahan,convent
Noli Me Tangere,Kura,pari,priest
Noli Me Tangere,Lumusob,sumugod,assaulted
Noli Me Tangere,Pinag,uusig – pinaghahanap,persecuted
Noli Me Tangere,Hinaing,"hinanakit, reklamo",grievance
Noli Me Tangere,Aanib,sasapi,affiliate
Noli Me Tangere,Buwis,bahagi ng kinikita o bayad ng mga mamamayan na napupunta sa pamahalaan,tax
Noli Me Tangere,Humahatol,nagdedesisyon,judging
Noli Me Tangere,Lasak,kulay itim at puting manok,pied
Noli Me Tangere,Bulik,batik batik na manok,speckled
Noli Me Tangere,Liamado,lamang,favorite
Noli Me Tangere,Dehado,"lugi, talo",underdog
Noli Me Tangere,Nagmamasid,"nanonood, nagtitingin tingin",observing
Noli Me Tangere,Kwartel,tirahan ng mga sundalo,barracks
Noli Me Tangere,Makakapag,akay – makakapagsama,accompany
Noli Me Tangere,Baston,tungkod,cane
Noli Me Tangere,Alperes,opisyal ng militar,lieutenant
Noli Me Tangere,Matalim,matalas,sharp
Noli Me Tangere,Masubsob,madapa,fall face down
Noli Me Tangere,Nag,"alipustahan – nagbangayan, nagsagutan",quarreled
Noli Me Tangere,Ekskumonikado,bawal tanggapin ng simbahan habang nabubuhay,excommunicated
Noli Me Tangere,Liham,sulat,letter
Noli Me Tangere,Kura paroko,mataas na pari,parish priest
Noli Me Tangere,Balkonahe,bahagi ng bahay na nagsisilbing pahingahan,balcony
Noli Me Tangere,Tumindig,tumayo,stood
Noli Me Tangere,Pumpon,tumpok,bouquet
Noli Me Tangere,Hinaing,"reklamo, hinanakit",grievance
Noli Me Tangere,Api,inaapi,oppressed
Noli Me Tangere,Pribilehiyo,"espesyal na karapatan, bentahe, o kung ano pang importanteng bagay na nakukuha lamang ng illan at hindi lahat ng tao",privilege
Noli Me Tangere,Adhikain,layunin,aspiration
Noli Me Tangere,Tagasuri,tagatingin,inspector
Noli Me Tangere,Ipinataw,ipinatong,imposed
Noli Me Tangere,Nasakdal,suspek,accused
Noli Me Tangere,Bandido,"tulisan, may nalabag na batas",bandit
Noli Me Tangere,Masaklap,hindi kanais-nais,bitter
Noli Me Tangere,Paglaon,lumipas,in time
Noli Me Tangere,Musmos,bata,infant
Noli Me Tangere,Liham,sulat,letter
Noli Me Tangere,Nabalisa,"hindi mapakali, natatakot",disturbed
Noli Me Tangere,Alperes,opisyal ng militar,lieutenant
Noli Me Tangere,Malalampaso,matatalo,be defeated
Noli Me Tangere,Ekskumonikado,bawal tanggapin ng simbahan habang nabubuhay,excommunicated
Noli Me Tangere,Sagabal,hadlang,hindrance
Noli Me Tangere,Maaaninag,makikita,visible
Noli Me Tangere,Tugon,sagot,response
Noli Me Tangere,Kwartel,tirahan ng mga sundalo,barracks
Noli Me Tangere,Nagmatyag,nagtingin tingin,observed
Noli Me Tangere,Salaysay,pagpapahayag,statement
Noli Me Tangere,Indulhensiya,kinokolektang pera ng mga pari,indulgence
Noli Me Tangere,Pinapastol,pag-aalaga,pastoring
Noli Me Tangere,Nagsermon,nagpangaral,preached
Noli Me Tangere,Kura,pari,priest
Noli Me Tangere,Alperes,opisyal ng militar,lieutenant
Noli Me Tangere,Pumanhik,"pumunta, umakyat",ascended
Noli Me Tangere,Tumambad,"bumulaga, bumalandra",appeared
Noli Me Tangere,Pag-aalsa,paghihimagsik o pagtiwalag,uprising
Noli Me Tangere,Nagkumpisal,"pagpapatotoo, nagpahayag",confessed
Noli Me Tangere,Paglusob,pagsugod,assault
Noli Me Tangere,Kumbento,simbahan,convent
Noli Me Tangere,Kwartel,tirahan ng mga sundalo,barracks
Noli Me Tangere,Kasawian,kamatayan,misfortune
Noli Me Tangere,Sumapit,dumating,reached
Noli Me Tangere,Batingaw,tunog na gawa ng kampana,chime
Noli Me Tangere,Haligi,"poste, tukod, o patayong semento na nagsisilbing tukod sa isang estruktura",pillar
Noli Me Tangere,Kalmado,"mahinahon, relax",calm
Noli Me Tangere,Kalabog,malakas na tunog,bang
Noli Me Tangere,Alperes,opisyal ng militar,lieutenant
Noli Me Tangere,Rebolber,maliit na klase ng baril,revolver
Noli Me Tangere,Pagdurusa,paghihinagpis,suffering
Noli Me Tangere,Pumanhik,"pumunta, umakyat",ascended
Noli Me Tangere,Lumusob,sumugod,assaulted
Noli Me Tangere,Nagkaengkwentro,makasagupa,encountered
Noli Me Tangere,Dinakip,"kinuha, inaresto",arrested
Noli Me Tangere,Bise alkalde,Bise mayor,vice mayor
Noli Me Tangere,Nagkarambulan,nagkagulo,brawled
Noli Me Tangere,Alperes,opisyal ng militar,lieutenant
Noli Me Tangere,Tribunal,taga husga,tribunal
Noli Me Tangere,Rehas,kulungan,bars
Noli Me Tangere,Alperes,opisyal ng militar,lieutenant
Noli Me Tangere,Salawal,pambabang kasuotan,trousers
Noli Me Tangere,Paglusob,pagsugod,assault
Noli Me Tangere,Kura,pari,priest
Noli Me Tangere,Inilublob,inilubog,dunked
Noli Me Tangere,Binalingan,binigyan ng atensyon,turned to
Noli Me Tangere,Kwartel,tirahan ng mga sundalo,barracks
Noli Me Tangere,Ibilanggo,ikulong,imprisoned
Noli Me Tangere,Kura,pari,priest
Noli Me Tangere,Alperes,opisyal ng militar,lieutenant
Noli Me Tangere,Kwartel,tirahan ng mga sundalo,barracks
Noli Me Tangere,Aligaga,natataranta,agitated
Noli Me Tangere,Paglusob,pagsugod,assault
Noli Me Tangere,Pagkamuhi,"pagkainis, paglasuklam",hatred
Noli Me Tangere,Pang-aalipusta, panlalait,contempt
Noli Me Tangere,Nagmamasid,tumitingin-tingin,observing
Noli Me Tangere,Pagal na pagal,pagod na pagod,exhausted
Noli Me Tangere,Nailathala,"naisapubliko, naibalita",published
Noli Me Tangere,Panayam,pakikipagusap,interview
Noli Me Tangere,Kumbento,simbahan,convent
Noli Me Tangere,Ipinagbunyi,pinagdiwang,celebrated
Noli Me Tangere,Pilibustero,suwail,filibuster
Noli Me Tangere,Hinuhubog,"hinahasa, pinapagaling",shaped
Noli Me Tangere,Nangatog,nanginig,shivered
Noli Me Tangere,Naanyayahan,pinapapunta,invited
Noli Me Tangere,Pumanhik,"pumunta, umakyat",ascended
Noli Me Tangere,Ipamalita,ipakalat,announce
Noli Me Tangere,Tinitingala,hinahangaan,admired
Noli Me Tangere,Natanaw,nakita,sighted
Noli Me Tangere,Ipinagtapat,sinabi,confessed
Noli Me Tangere,Kinahantungan,"kinalabasan, kinasapitan",fate
Noli Me Tangere,Sinisipat-sipat,tinatantsa,scrutinizing
Noli Me Tangere,Lantsa,bangka,launch
Noli Me Tangere,Nalilito,naguguluhan,perplexed
Noli Me Tangere,Inasinta,pinatamaan,courted
Noli Me Tangere,Sarhento,"tagapamayapa, pulis sa parlamento",sergeant
Noli Me Tangere,Selebrasyon,pagdiriwang,celebration
Noli Me Tangere,Kumbento,simbahan,convent
Noli Me Tangere,Asotea,balkonahe,terrace
Noli Me Tangere,Dampa,maliit na bahay,hut
Noli Me Tangere,Halakhak,malakas na tawa,laughter
Noli Me Tangere,Tumindig,tumayo,stood
Noli Me Tangere,Kwartel,tirahan ng mga sundalo,barracks
Noli Me Tangere,Alperes,opisyal ng militar,lieutenant
Noli Me Tangere,Pinupog,tinadtad,besieged
Noli Me Tangere,Humandusay,"humilata, nakahiga",collapsed
Noli Me Tangere,Kumbento,simbahan,convent
Noli Me Tangere,Natagpuan,nakita,found
Noli Me Tangere,Obispo,"isang opisyales ng Simbahang Katoliko, pari",bishop
Noli Me Tangere,Pagdadalamhati,pagdurusa,mourning
Noli Me Tangere,Pinagtaksilan,niloko,betrayed
Noli Me Tangere,Humuhusay,gumagaling,recovering
Noli Me Tangere,Kutsero,nagpapaandar sa kalesa,coachman
Noli Me Tangere,Disenterya,uri ng sakit sa tiyan,dysentery
