book_title,deep_word,modern_word,english_equivalent
El Filibusterismo,Aprobado,mainam na marka,approved
El Filibusterismo,Bunton,tambak o tumpok,heap
El Filibusterismo,Dalamhati,paghihirap ng kalooban,sorrow
El Filibusterismo,Dupikal,sunod-sunod na tunog ng kampana,peal
El Filibusterismo,Gatol,hindi nagdadalawang isip o sigurado,decisive
El Filibusterismo,Naaninag,makita,seen
El Filibusterismo,Nauliningan,narinig,heard
El Filibusterismo,Pagsisiga,pagsusunog,burning
El Filibusterismo,Primer ano,unang taon,first year
El Filibusterismo,Sable,espada,sword
El Filibusterismo,Sipilis,isang uri ng sakit na nakukuha sa pakikipag talik,syphilis
El Filibusterismo,Sobresaliente,pinakamataas o pinakamahusay na marka,excellent
El Filibusterismo,Tanyag,Sikat,famous
El Filibusterismo,Tari,sandata na kinakabit sa paa ng panabong na manok sa tuwing labanan,spur
El Filibusterismo,Tinalunton,hinarap,faced
El Filibusterismo,Agam-agam,alinlangan,doubt
El Filibusterismo,Alatiit,tunog,sound
El Filibusterismo,Asarol,kagamitang panghukay,hoe
El Filibusterismo,Dumanak,dumaloy,flowed
El Filibusterismo,Kasagwaan,kapangitan,ugliness
El Filibusterismo,Lihis,salungat,contrary
El Filibusterismo,Magpakita,lumantad,appear
El Filibusterismo,Mulala,tanga; hangal; walang malay; inosente,ignorant
El Filibusterismo,Mulato,mestisang negro,mulatto
El Filibusterismo,Nagkikibit-balikat,nagwawalang-bahala,shrugged
El Filibusterismo,Natigatig,natinag; nabahala,disturbed
El Filibusterismo,Paghahabol,pagtugis,pursuit
El Filibusterismo,Rebolber,maikling baril,revolver
El Filibusterismo,Alatiit,pigil na salita,whisper
El Filibusterismo,Ingkong,lolo,grandfather
El Filibusterismo,Ketong,sakit sa balat na umaagnas sa laman ng tao at nag-aalis ng pakiramdam,leprosy
El Filibusterismo,Nakapinid,nakasara,closed
El Filibusterismo,Nananagis,umiyak,cried
El Filibusterismo,Salabat,paboritong inumin ng karaniwang Pilipino. Ito ay dinikdik na,ginger tea
El Filibusterismo,Sinunong,ipinatong sa ulo,carried on head
El Filibusterismo,Tampipi,sisidlan ng damit na yari sa kawayan o buli,basket
El Filibusterismo,Mabubulid,mahuhulog,fall
El Filibusterismo,Matutudla,tatamaan,hit
El Filibusterismo,Nabalisa,nag-alala; hindi mapakali,worried
El Filibusterismo,Nagkibit,balikat – pinagsawalang-bahala,shrugged
El Filibusterismo,Paglusob,pagsalakay,attack
El Filibusterismo,Pagsanggalang,pagtatanggol,defense
El Filibusterismo,Sumasalungat,tumututol,opposed
El Filibusterismo,Indulgencia,utang na loob,gratitude
El Filibusterismo,Karalitaan,kahirapan; dalita; sakuna,poverty
El Filibusterismo,Kayamanan,"pag-aari; mga mahalagang bagay na naipon o naitago;bagay na may mataas na halaga; pagkaingat-ingatan",wealth
El Filibusterismo,Lantay,tunay,pure
El Filibusterismo,Lugmok,nakalubog,sunken
El Filibusterismo,Mahalughog,halungkatin; suriin mabuti,search thoroughly
El Filibusterismo,Nagdarahop,naghihirap,suffering
El Filibusterismo,Namamalikmata,di-makapaniwala,disbelieving
El Filibusterismo,Narahuyong,naakit,attracted
El Filibusterismo,Niyurakan,sinira,destroyed
El Filibusterismo,Panggigilalas,pagkagulat,astonishment
El Filibusterismo,Umaalipusta,nanglalait,insulting
El Filibusterismo,Apyan,opyo,opium
El Filibusterismo,Armas de salon,sandatang pambulgaw o pandekorasyon,decorative weapon
El Filibusterismo,Dumagok,suntukin,punch
El Filibusterismo,Kagyat,kaagad-agad,immediately
El Filibusterismo,Katigan,sang-ayunan,supported
El Filibusterismo,Masinsinan,seryosong pag-uusap,serious talk
El Filibusterismo,Masusugpo,mapipigil,suppressed
El Filibusterismo,Mulato,"tao na may isang magulang na puti at isang magulang na negro; biracial",mulatto
El Filibusterismo,Nakayungyong,nagbibigay lilim,shading
El Filibusterismo,Pag-aalipusta,paghamak,contempt
El Filibusterismo,Pag-aalsa,paghihimagsik,rebellion
El Filibusterismo,Pangangamkam,pagkuha,seizure
El Filibusterismo,Punglo,bala,bullet
El Filibusterismo,Rebolber,uri ng baril,revolver
El Filibusterismo,Tresilyo,sugal na baraha,card game
El Filibusterismo,Tulisan,rebelde; magnanakaw,bandit
El Filibusterismo,Bulastog,mayabang,arrogant
El Filibusterismo,Dia-pichido,ipit na araw na hindi na pinapasukan ng ibang mga estudyante,short day
El Filibusterismo,Loob ng Maynila na namoogan,Intramuros o Walled City,Intramuros
El Filibusterismo,Mangilak,manghingi,beg
El Filibusterismo,Panghihinawa,pagkasawa,weariness
El Filibusterismo,Penitente,nagdurusa,penitent
El Filibusterismo,Placido,kalmante o mapayapa,calm
El Filibusterismo,Puerta,pinto,door
El Filibusterismo,Tandang Basiong Macunat,isang aklat na naglalaman ng mga payo ng kura at mga salaysay tungkol sa kasamaang dulot ng pagpapaaral ng mga anak,book
El Filibusterismo,Umiibis,bumababa,descending
El Filibusterismo,Victoria,karuwahe,carriage
El Filibusterismo,Ampliacion,mataas na kurso,advanced course
El Filibusterismo,Asoge,Mercury o Merkurio,mercury
El Filibusterismo,Binuling,pinakinis,polished
El Filibusterismo,Dominus Vobiscum,sumaiyo ang Panginoon,Lord be with you
El Filibusterismo,Eskaparate,salaming dibisyon,showcase
El Filibusterismo,Espiritu Sastre,pauyam na termino ni Padre Millon sa Espiritu Santo,Holy Spirit
El Filibusterismo,Hinuha,palagay,assumption
El Filibusterismo,Iskoba,brush,brush
El Filibusterismo,Kamagong,Mahogany; kahoy na kulay itim,mahogany
El Filibusterismo,"Lavvoiser, Secchi, Tyndall",mga banyagang siyentipiko,scientists
El Filibusterismo,Pag-aglahi,pang-iinsulto,insult
El Filibusterismo,Pagupak,patunog na yari sa kahoy na ginagamit sa misa kung Biyernes Santo sa halip na kampanilyang metal,clapper
El Filibusterismo,Pilosopastro,pauyam na tawag sa pilosopo,philosopher
El Filibusterismo,Ponograpo,pangkaraniwang aparatong pampatugtog,phonograph
El Filibusterismo,Requiescat in pace,sumalangit nawa,rest in peace
El Filibusterismo,Salamin,"isang matigas,babasagin at nakaaaninag na materyal",glass
El Filibusterismo,Santisimo,banal na sakramento,sacrament
El Filibusterismo,Sihang,Panga,jaw
El Filibusterismo,Ultimatum,pinakahuling pahayag,ultimatum
El Filibusterismo,Abuloy,kontribusyon,contribution
El Filibusterismo,Aktibidades,gawain,activities
El Filibusterismo,Facultad,nag-aaral ng kursong pampropesyunal o pang-akademiko,faculty
El Filibusterismo,Hangarin,pangarap,ambition
El Filibusterismo,Kasigabuhan,silakbo,enthusiasm
El Filibusterismo,Magpalikaw-likaw,magpaligoy-ligoy,evade
El Filibusterismo,Mapakiling,pumanig; mapapayag; mapasang-ayon,persuaded
El Filibusterismo,Nagpapasimuno,nagsimula,initiated
El Filibusterismo,Nagpipingkian,nag-iiskrima,fencing
El Filibusterismo,Nang-uulot,nang-uudyok,instigated
El Filibusterismo,Nobya,kasintahan,girlfriend
El Filibusterismo,Anasan,pag-uusap sa mahinang boses; bulung-bulungan,whisper
El Filibusterismo,Kilatisin,uriin,classify
El Filibusterismo,Kondesa,tawag sa asawa ng konde,countess
El Filibusterismo,Nagmamaang-maangan,nagkukunwang walang alam,feigned ignorance
El Filibusterismo,Pabulalas,pasambulat,spontaneous
El Filibusterismo,Pagsasapantaha,panghihinala,suspicion
El Filibusterismo,Pahat,kaunti; munti,little
El Filibusterismo,Palikaw-likaw,"pahipit-hipit,pasikot-sikot",circuitous
El Filibusterismo,Pangangayupapa,"pagpapakumbaba, pagyukod, pagluhod, pagpapatirapa, o iba pang kilos na tanda ng pagpapasakop o pagbibigay-galang",submission
El Filibusterismo,Pasaliwa,pabaliktad,reversed
El Filibusterismo,Rector,punong pari,rector
El Filibusterismo,Silyon,isang upuang may patungan ng mga kamay,armchair
El Filibusterismo,Sumuong,lumusob,charged
El Filibusterismo,Upaw,kalbo,bald
El Filibusterismo,Bulalas,pahayag,exclamation
El Filibusterismo,Consulado,ukol sa gawain ng konsul,consulate
El Filibusterismo,Kapighatian,"kahirapan,kalungkutan",misery
El Filibusterismo,Konsul,isang tao na ipinag-utos ng pamahalaan na naninirahan sa ibang bansa para maging kinatawan ng kanyang bansa,consul
El Filibusterismo,Kopa,goblet,goblet
El Filibusterismo,Nakahuhughog,nakasasaid,exhausted
El Filibusterismo,Nanduduwit,nangunguha,swindling
El Filibusterismo,Paghahamok,"labanan,away",fight
El Filibusterismo,Piging,"handaan,kainan",feast
El Filibusterismo,Pulseras,bracelet,bracelet
El Filibusterismo,Sikolo,25 sentimo,quarter
El Filibusterismo,Tsampan,kumikislap na alak (Champagne),champagne
El Filibusterismo,Walang kapangi-pangimi,malakas ang loob,bold
El Filibusterismo,Galaw,kilos,movement
El Filibusterismo,Kalantiriin,inisin,irritate
El Filibusterismo,Katog,tunog,sound
El Filibusterismo,Kinamumuhian,"kinagagalitan,kinaiinisan",hated
El Filibusterismo,Kutsero,ang nagkokontrol sa kabayo,coachman
El Filibusterismo,Liwasan,"parke,plasa",park
El Filibusterismo,Mabunggo,"maumpog,mabangga",collide
El Filibusterismo,Namimirinsa,namamalantsa,ironing
El Filibusterismo,Prinsa,plantsang bilog na ang ginagamit na painit ay uling o kahoy.,charcoal iron
El Filibusterismo,Alingasaw,Singaw,vapor
El Filibusterismo,Iginugumon,Inilulubog,submerged
El Filibusterismo,Kabuhungan,Kasamaan,evil
El Filibusterismo,Kahindik-hindik,Nakakatakot,terrifying
El Filibusterismo,Pinaunlakan,Pinagbigyan,granted
El Filibusterismo,Arabal,hangganan ng bayan,suburb
El Filibusterismo,Basar,tindahan,market
El Filibusterismo,Candelabra,mahabang tubo na may kandila sa dulo,candelabrum
El Filibusterismo,Ciriales,mahabang tubo na may krus sa dulo,processional candle
El Filibusterismo,Fenix,isang mahimalang ibon na nabubuhay ng limandaang taon,phoenix
El Filibusterismo,Iginugupo,pinaghihina,weakened
El Filibusterismo,Kabuluhan,"may kapupuntahan,may katutururan",significant
El Filibusterismo,Karabinero,isang kawal na armado ng karabin,carbineer
El Filibusterismo,Kastilyero,tagagawa ng mga paputok,firecracker maker
El Filibusterismo,Kinatitirikan,kinatatayuan,located
El Filibusterismo,Lipakin,hamakin,despise
El Filibusterismo,Malamlam,mapanglaw,gloomy
El Filibusterismo,Mitsa,"isang parte ng bomba na sinisindihan para ito’y pumutok;nagsisilbi rin itong orasan kung iilan nalang na oras ang bibilangin bago pumutok ang bomba",fuse
El Filibusterismo,Nagngingitngit,labis na galit,furious
El Filibusterismo,Nakaririmrim,nakapandidiri,disgusting
El Filibusterismo,Platero,tagapanday ng pilak,silversmith
El Filibusterismo,Procurador,pinuno ng isang relihiyosong korporasyon,procurator
El Filibusterismo,Promotor piskal,pinunong abogado ng isang distrito,prosecutor
El Filibusterismo,Bantog,kilala,renowned
El Filibusterismo,Di-masusupil,di mapipigil,uncontrollable
El Filibusterismo,Ginugol,inaksaya,wasted
El Filibusterismo,Himala,kababalaghan,miracle
El Filibusterismo,Katukayo,kapangalan,namesake
El Filibusterismo,Masawata,masupil,subdued
El Filibusterismo,Matapang,malakas ang loob,brave
El Filibusterismo,Nakagagambala,nakagugulo,disturbing
El Filibusterismo,Nakikini-kinita,nagugunita,recalled
El Filibusterismo,Nalathala,naipahayag,published
El Filibusterismo,Pananalig,paniniwala,belief
El Filibusterismo,Pangahas,nangunguna,daring
El Filibusterismo,Panukala,mungkahi,proposal
El Filibusterismo,Sinang-ayunan,kinampihan,supported
El Filibusterismo,Alingasngas,usap-usapan,rumor
El Filibusterismo,Bihasa,"sanay,eksperto",skilled
El Filibusterismo,Hampaslupa,mahirap,poor
El Filibusterismo,Hudyat,palatandaan,signal
El Filibusterismo,Kalmen,eksapularyong isinusuot bilang deboto sa isang santa o santo,scapular
El Filibusterismo,Kawani,opisyal,official
El Filibusterismo,Kinakatigan,pinapakinggan o kinakampihan,supported
El Filibusterismo,Malamlam,"mapungay,malabo",dim
El Filibusterismo,Mapanibughuin,seloso,jealous
El Filibusterismo,Masagwa,kahalayan,obscenity
El Filibusterismo,Nag-ibayo,tumitindi,intensified
El Filibusterismo,Nagkukumahog,nagmamadali,hurried
El Filibusterismo,Nagpatumpik-tumpik,nagpabagal-bagal,hesitated
El Filibusterismo,Nanlilimahid,maruming-marumi,filthy
El Filibusterismo,Natitigatig,nayayanig,shaken
El Filibusterismo,Naulinigan,narinig ng bahagya,overheard
El Filibusterismo,Pabuya,"premyo,gantimpala",reward
El Filibusterismo,Pagala-gala,paikot-ikot,wandering
El Filibusterismo,Pagbabalatkayo,pagkukunwari,disguise
El Filibusterismo,Pagkakarinyosa,pagkamalambing,affection
El Filibusterismo,Pakana,plano,plot
El Filibusterismo,Pangingimbulo,pagkainggit,envy
El Filibusterismo,Panunuligsa,pambabatikos,criticism
El Filibusterismo,Paskil,karatula,poster
El Filibusterismo,Patid,"tigil,hinto",stop
El Filibusterismo,Pinakakalansing,pinapatutunog,clanging
El Filibusterismo,Sekreta,pulis,police
El Filibusterismo,Tiktik,espiya,spy
El Filibusterismo,Walang muwang,walang alam,ignorant
El Filibusterismo,Alingawngaw,tinig na bumabalik sa pandinig,echo
El Filibusterismo,Artilyero,kanyunero,artilleryman
El Filibusterismo,Ayuntamiento,Pamahalaang lungsod,city government
El Filibusterismo,Butaka,upuang may patungan ng braso; pang-ibabang mga hanay ng,armchair
El Filibusterismo,Butaw,donasyon,donation
El Filibusterismo,Cancan,isang masiglang sayaw na nagsimula pa noong ika-19 na siglo na ang pinakatampok na galaw ang pasipang pataas sa saliw ng mabilis na tugtog,dance
El Filibusterismo,Dagok,suntok o dating ng suliranin,blow
El Filibusterismo,Dometiques,domestic o pantahanan,domestic
El Filibusterismo,Entrada General,teatro,theater
El Filibusterismo,Gora,sombrero,cap
El Filibusterismo,Guniguni,imahinasyon,imagination
El Filibusterismo,Ipalulon,"ipalunok,ipakain",swallowed
El Filibusterismo,Kahali-halina,kaakit-akit,attractive
El Filibusterismo,Matikas,matipuno,elegant
El Filibusterismo,Manunuligsa,namumuna,critic
El Filibusterismo,Mapakali,mapalagay,restless
El Filibusterismo,Mapanudyo,mapanukso,teasing
El Filibusterismo,Masasal,mabilis at malakas na ubo,cough
El Filibusterismo,Masatsat,"masalita,madaldal",talkative
El Filibusterismo,Masigabo,mainit na pagtanggap o palakpakan,enthusiastic
El Filibusterismo,Nakapukaw,nakagising,awakened
El Filibusterismo,Nakaririmarim,"nakadidiri,nasusuka",disgusting
El Filibusterismo,Nakimatyag,nakiusyoso,observed
El Filibusterismo,Nakukutya,namamaliit,belittled
El Filibusterismo,Natitigatig,natitibag,shaken
El Filibusterismo,Nayamot,nainis,annoyed
El Filibusterismo,Palko,"balkonahe,upuan sa itaas ng teatro",balcony
El Filibusterismo,Panlulumo,panghihina,despair
El Filibusterismo,Pasaring,parinig,innuendo
El Filibusterismo,Peluka,"pekeng buhok",wig
El Filibusterismo,Pinagkuskos,pinagkiskis,rubbed
El Filibusterismo,Servantes,servants o tagapaglingkod,servant
El Filibusterismo,Tabing,kurtina,curtain
El Filibusterismo,Tampalasan,"walang galang,bastos",rude
El Filibusterismo,Tisiko,may sakit sa baga o tuberculosis,tubercular
El Filibusterismo,Tumambad,lumitaw,appeared
El Filibusterismo,Udyok,tulak,urge
El Filibusterismo,Umilandang,humagis,soared
El Filibusterismo,Winawasiwas,iwinagayway,waved
El Filibusterismo,Balaan,bigyan ng paunang paalala,warn
El Filibusterismo,Baligho,laban sa katwiran,illogical
El Filibusterismo,Bugnutin,bigla o madaling magalit,irritable
El Filibusterismo,Dalisay,puro o walang dungis,pure
El Filibusterismo,Dinaluhong,sinugod,attacked
El Filibusterismo,Humimlay,matulog o mahimbing,slumber
El Filibusterismo,Kabig,kakampi,ally
El Filibusterismo,Kahindik-hindik,katakot-takot,terrifying
El Filibusterismo,Lipos,puno,full
El Filibusterismo,Lubay,tigil o patid,pause
El Filibusterismo,Nagpalahaw,umatungal sa iyak,wailed
El Filibusterismo,Nagugulumihanan,naguguluhan,confused
El Filibusterismo,Nag-uulol,nababaliw o nawawala sa isip,insane
El Filibusterismo,Nakabubulahaw,nakaiistorbong ingay,disturbing
El Filibusterismo,Nangakatanikala,nakagapos o nakatali,chained
El Filibusterismo,Nangatal,nanginig,trembled
El Filibusterismo,Natighaw,mabawasan o humina,subsided
El Filibusterismo,Pagpapaunlak,napasunod o nagbigay,yielded
El Filibusterismo,Pantalya,lampara,lamp
El Filibusterismo,Sinisikil,iniipit o pinahihirapan,oppressed
El Filibusterismo,Sulak,agos,flow
El Filibusterismo,Talamak,marami o kumalay,widespread
El Filibusterismo,Tigib,masobrahan o matambakan,overflowed
El Filibusterismo,Tigmak,basa o babad,soaked
El Filibusterismo,Naulinigan,narinig,heard
El Filibusterismo,Mapaniil,mapang-abuso,oppressive
El Filibusterismo,Naghulas,"pagtutubig, lusaw, tunaw,tagas",melted
El Filibusterismo,Pagkabusabos,pagkaalipin,slavery
El Filibusterismo,Sumilay,"sumulpot, sumipot,dumating",appeared
El Filibusterismo,Naaninaw,nabanaagan,glimpsed
El Filibusterismo,Nagmamanman,nag-iimbestiga,investigated
El Filibusterismo,Pagtalima,pagsunod,obedience
El Filibusterismo,Piging,handaan,feast
El Filibusterismo,Sinipat,tinignan,examined
El Filibusterismo,Gugol,gastos,expense
El Filibusterismo,Kabo,sundalong may rangong “Corporal” sa militar,corporal
El Filibusterismo,Kanto,salikop,corner
El Filibusterismo,Magara,magarbo,lavish
El Filibusterismo,Nagunita,naalala,recalled
El Filibusterismo,Naimpok,naipon,accumulated
El Filibusterismo,Nakaligtaan,nakalimutan,forgotten
El Filibusterismo,Paskin o Paskil,poster,poster
El Filibusterismo,Putahe,pagkain,dish
El Filibusterismo,Buhong,mapanlinlang,deceptive
El Filibusterismo,Capista,tagapaghatid,deliveryman
El Filibusterismo,Inuupasalaan,manirang-puri,slandered
El Filibusterismo,Itinangi,"pinapahalagahan,pinag-uukulan ng mamumukod na pagmamahal",cherished
El Filibusterismo,Karangalan,dignidad,dignity
El Filibusterismo,Katedratiko,paring propesor,professor
El Filibusterismo,Lumait,"umapi,kumutya",mocked
El Filibusterismo,Mangmang,walang alam,ignorant
El Filibusterismo,Nakatutop,nakalagay,placed
El Filibusterismo,Pagbabalatkayo,pagkukunwari,disguise
El Filibusterismo,Paghuhulo,pagkakaintindi,understanding
El Filibusterismo,Payabungin,paunlarin,develop
El Filibusterismo,Pensing,eskrima,fencing
El Filibusterismo,Salat,kulang,lacking
El Filibusterismo,Siniil,ginipit,oppressed
El Filibusterismo,Tinakpan,ipininid,covered
El Filibusterismo,Tinutuligsa,pinupuna,criticized
El Filibusterismo,Tutusin,bibilangin,counted
El Filibusterismo,Albacea,tagaganap ng huling bilin o testamento ng namatay,executor
El Filibusterismo,Aleman,taong taga-Germany,German
El Filibusterismo,Kimi,namumula ang pisngi,blushing
El Filibusterismo,Kuwalta,"salapi,pera",money
El Filibusterismo,Pahumal,nauukol sa ilong,nasal
El Filibusterismo,Pinagpipiit,pinagkukulong,imprisoned
El Filibusterismo,Sable,espada,sword
El Filibusterismo,Timpiin,supilin,restrain
El Filibusterismo,Tudling,kulubot,wrinkle
El Filibusterismo,Apyan,sigarilyo,cigarette
El Filibusterismo,Budhi,kalooban,conscience
El Filibusterismo,Dayukdok,gutom na gutom,starving
El Filibusterismo,Hitso,nganga,betel quid
El Filibusterismo,Kuwakong,pinaglalagyan ng tabako,tobacco pouch
El Filibusterismo,Maringal,marangya,luxurious
El Filibusterismo,Prak,barong Tagalog,barong
El Filibusterismo,Pinawalang-bisa,binalewala,invalidated
El Filibusterismo,Sumakabilang-buhay,namatay,died
El Filibusterismo,Agua Bendita,Banal na tubig (Holy Water),holy water
El Filibusterismo,Islas Carolinas,lugar kung saan ipatapon si Tano na maaaring pagtapunan din kay Basilio,Caroline Islands
El Filibusterismo,Kandili,proteksyon,protection
El Filibusterismo,Nahimatay,nawalan ng malay-tao,fainted
El Filibusterismo,Takipsilim,dapit-hapon,twilight
El Filibusterismo,Umiimik,kumikibo,speaking
El Filibusterismo,Umuukilkil,paulit-ulit,repetitive
El Filibusterismo,Katampalasanan,kalupitan,cruelty
El Filibusterismo,Koreo,sulat,mail
El Filibusterismo,Lakayo,komikero (clown),clown
El Filibusterismo,Padrino,ninong,godfather
El Filibusterismo,Umalingawngaw,magkalat ng balita,echoed
El Filibusterismo,Bilangguan,"piitan,bilibid",prison
El Filibusterismo,Bitayan,entablado,gallows
El Filibusterismo,Hukom,tagahatol,judge
El Filibusterismo,Mabimbin,maantala,delayed
El Filibusterismo,Mapawi,"maparam,kumupas",fade
El Filibusterismo,Pagsalakay,paglusob,attack
El Filibusterismo,Palugid,pagpapaurong sa parusa,reprieve
El Filibusterismo,Talumpati,panayam,speech
El Filibusterismo,Balang,lukton,locust
El Filibusterismo,Makahuma,makagalaw,move
El Filibusterismo,Nag-aatubili,"nag-uurong-sulong,nag-aalinlangan",hesitant
El Filibusterismo,Nagbunsod,nagtulak,pushed
El Filibusterismo,Pinaglagakan,pinagtaguan,hidden
El Filibusterismo,Bumabaha,umaapaw,overflowing
El Filibusterismo,Gumigiit,pumipilit,insisted
El Filibusterismo,Lasug-lasog,"wasak, punit-punit,durog",shattered
El Filibusterismo,Mawaglit,mawala,disappear 
El Filibusterismo,Nasinagan,nasikatan,illuminated
El Filibusterismo,Pagdarausan,paggaganapan,venue
El Filibusterismo,Puluhan,"tangkay, tatagnan,bitbitan",handle
El Filibusterismo,Pumpon,"kumpol,bungkos",cluster
El Filibusterismo,Lumagpak,"bumagsak,nahulog",crashed
El Filibusterismo,Nagbabantulot,nag-aalinlangan,hesitant
El Filibusterismo,Panibugho,"inggit,selos",jealousy
El Filibusterismo,Pumanhik,umakyat,ascended
El Filibusterismo,Entreswelo,"mesanin,isang silid na mas mababa sa pangalawang palapag",mezzanine
El Filibusterismo,Kalakip,kasama,attached
El Filibusterismo,Nilooban,ninakawan,robbed
El Filibusterismo,Pagkatigal,pagkabigla,shock
El Filibusterismo,Tinuligsa,binatikos,criticized
El Filibusterismo,Buktot,nakakatakot,terrifying
El Filibusterismo,Platero,gumagawa ng alahas,jeweler
El Filibusterismo,Iika-ika,pipilay-pilay,limping
El Filibusterismo,Kabyawan,asukarera,sugar mill
El Filibusterismo,Kapasete,helmet,helmet
El Filibusterismo,Pagtudla,pag-asinta,aiming
El Filibusterismo,Walang kaabug-abog,biglaan,sudden
El Filibusterismo,Dalumat,dila,tongue
El Filibusterismo,Gubat,giyera,war
El Filibusterismo,Kahalangdon,dignidad,dignity
El Filibusterismo,Lubong,lamay,wake
El Filibusterismo,Mabudhion,traydor,traitor
El Filibusterismo,Magtutudlo,propesor,teacher
El Filibusterismo,Pahamatngon,banta,threat
El Filibusterismo,Pinuy’anan,tahanan,home
El Filibusterismo,Pusil,baril,rifle
El Filibusterismo,Suba,ilog,river
El Filibusterismo,Ulipon,alipin,slave
