book_title,deep_word,modern_word,english_equivalent
Noli Me Tangere,Nilundag,tumalon,
Noli Me Tangere,Pinagmamasdan,tinititigan,
Noli Me Tangere,Nagtatampisaw,naglalaro sa tubig,
Noli Me Tangere,Nilibot,naglalakad-lakad,
Noli Me Tangere,Alperes,batang opisyal ng militar,
Noli Me Tangere,Pinahintulutan,pinayagan,
Noli Me Tangere,Sarhento,ranggo ng sundalo,
Noli Me Tangere,Dakipin,hulihin,
Noli Me Tangere,Hinalughog,hinanap,
Noli Me Tangere,Nabigo,natalo,
Noli Me Tangere,Pilosopo,nag-uusisa,matalinong tao
Noli Me Tangere,Nangangahulugan,ibig sabihin,
Noli Me Tangere,Gayunpaman,subalit,
Noli Me Tangere,Uusbong,sisibol,
Noli Me Tangere,Panauhin,bisita,
Noli Me Tangere,Mandudula,dramatista,artista
Noli Me Tangere,Kinontrata,kinausap,
Noli Me Tangere,Piitan,kulungan,
Noli Me Tangere,Panauhin,bisita,
Noli Me Tangere,Mapuri,pinagmamalaki,
Noli Me Tangere,Hinandugan,inalayan,
Noli Me Tangere,Nagmungkahi,nagpahayag,
Noli Me Tangere,Paanyaya,imbitasyon,
Noli Me Tangere,Nailathala,naibalita,
Noli Me Tangere,Pahayagan,naglalaman ng balita,
Noli Me Tangere,Kaganapan,pangyayari,
Noli Me Tangere,Nasiyahan,natuwa,
Noli Me Tangere,Dinaluhan,pinuntahan,
Noli Me Tangere,Kalembang,tunog ng kampana,
Noli Me Tangere,Magarbo,bongga,marangya
Noli Me Tangere,Pilosopo,naguusisa,matalinong tao
Noli Me Tangere,Prusisyon,parada,
Noli Me Tangere,Misa,simba,
Noli Me Tangere,Komedya,palabas ng nakakatuwa,
Noli Me Tangere,Maestro,guro,
Noli Me Tangere,Alkalde,mayor,
Noli Me Tangere,Sermon,pangangaral,
Noli Me Tangere,Pulpito,gamit ng nagsesermon tulad ng pari,
Noli Me Tangere,Sermon,pangangaral,
Noli Me Tangere,Nakatuon,nakabaling,naka pokus
Noli Me Tangere,Tinitingala,hinahangaan,
Noli Me Tangere,Tulisan,hindi sumusunod sa batas,bandido
Noli Me Tangere,Naghihikab,pagkaantok,
Noli Me Tangere,Sinusulyapan,palihim na tinitignan,
Noli Me Tangere,Erehe,hindi sumusunod sa utos ng simbahan,
Noli Me Tangere,Makikilahok,sasali,
Noli Me Tangere,Nagdaos,nagdiwang,
Noli Me Tangere,Alkalde,mayor,
Noli Me Tangere,Alperes,batang opisyal ng militar,
Noli Me Tangere,Hudyat,senyales,
Noli Me Tangere,Sermon,pangangaral,
Noli Me Tangere,Nangangatal,nanginginig,
Noli Me Tangere,Bumbong,lalagyan na yari sa kawayan,
Noli Me Tangere,Nagmungkahi,nag ulat,nagsalita
Noli Me Tangere,Eskribano,dalubhasa sa batas,
Noli Me Tangere,Uka,sira,
Noli Me Tangere,Binendisyonan,binasbasan,
Noli Me Tangere,Nagulantang,nagulat,
Noli Me Tangere,Manatili,magpatuloy,
Noli Me Tangere,Matukoy,masabi,
Noli Me Tangere,Milagro,himala,
Noli Me Tangere,Alkalde,mayor,
Noli Me Tangere,Alperes,batang opisyal ng militar,
Noli Me Tangere,Tinyente,sundalo,
Noli Me Tangere,Eskribano,dalubhasa sa batas,
Noli Me Tangere,Telegrama,sulat,
Noli Me Tangere,Kumbento,simbahan,
Noli Me Tangere,Huminahon,kumalma,
Noli Me Tangere,Pumanig,kumampi,
Noli Me Tangere,Makakapagtimpi,makakapagpigil,
Noli Me Tangere,Alkalde,mayor,
Noli Me Tangere,Binitawan,pinakawalan,
Noli Me Tangere,Nalugod,nagalak,
Noli Me Tangere,Ekskomunikado,bawal tanggapin ng simbahan habang nabubuhay,
Noli Me Tangere,Umuubra,tumalab,
Noli Me Tangere,Katwiran,rason,
Noli Me Tangere,Nagimbal,pagkagulat,
Noli Me Tangere,Manganganib,delikado,
Noli Me Tangere,Iritang irita,inis na inis,
Noli Me Tangere,Ipinamalas,ipinakita,
Noli Me Tangere,Nobyo,kasintahang lalaki,
Noli Me Tangere,Ekskomunikado,bawal tanggapin ng simbahan habang nabubuhay,
Noli Me Tangere,Arsobispo,mataas na katungkulan ng pari,
Noli Me Tangere,Alkalde,mayor,
Noli Me Tangere,Iminungkahi,inilahad,
Noli Me Tangere,Patungo,papunta,
Noli Me Tangere,Pagkalembang,pagtunog,
Noli Me Tangere,Alperes,batang opisyal ng militar,
Noli Me Tangere,Prusisyon,parada,
Noli Me Tangere,Garbo,maganda,magara
Noli Me Tangere,Karosa,karwahe,
Noli Me Tangere,Alperes,batang opisyal ng militar,
Noli Me Tangere,Esposa,asawang babae,
Noli Me Tangere,Papanhikin,umakyat,sumampa
Noli Me Tangere,Pinahinto,pinatigil,
Noli Me Tangere,Hudyat,signal,
Noli Me Tangere,Maralita,dukha,mahirap
Noli Me Tangere,Alkalde,mayor,
Noli Me Tangere,Matamlay,mahinang mahina,
Noli Me Tangere,Abuloy,pagbibigay sa nangangailangan,
Noli Me Tangere,Kumbento,simbahan,
Noli Me Tangere,Inaliw,nilibang,
Noli Me Tangere,Pilat,peklat,
Noli Me Tangere,Mangahas,matapang,
Noli Me Tangere,Danyos,bayad sa nasira,
Noli Me Tangere,Limos,paghingi,
Noli Me Tangere,Kubyertos,gamit sa pagkain,
Noli Me Tangere,Nabigasyon,paglalakbay,
Noli Me Tangere,Singil,bayad,
Noli Me Tangere,Nabighani,nahulog,
Noli Me Tangere,Luhaan,umiiyak,
Noli Me Tangere,Balkonahe,bahagi ng bahay na nagsisilbing pahingahan,
Noli Me Tangere,Liham,sulat,
Noli Me Tangere,Abugasya,pagaaral para maging abogado,
Noli Me Tangere,Danyos,bayad sa nasira,
Noli Me Tangere,Lumayas,umalis,
Noli Me Tangere,Nabinat,pagbalik ng sakit,
Noli Me Tangere,Kumpisal,pagpapahayag,
Noli Me Tangere,Destino,mailagay o ilipat,
Noli Me Tangere,Napawalang bisa,napawalang sala,
Noli Me Tangere,Ekskomunikado,bawal tanggapin ng simbahan habang nabububay,
Noli Me Tangere,Napapaligiran,napapalibutan,
Noli Me Tangere,Iminungkahi,inilahad,
Noli Me Tangere,Masalimuot,mahirap,magulo
Noli Me Tangere,Sinapit,dinanas,
Noli Me Tangere,Kumbento,simbahan,
Noli Me Tangere,Kura,pari,
Noli Me Tangere,Lumusob,sumugod,
Noli Me Tangere,Pinag-uusig,pinaghahanap,
Noli Me Tangere,Hinaing,hinanakit,reklamo
Noli Me Tangere,Aanib,sasapi,
Noli Me Tangere,Buwis,bahagi ng kinikita o bayad ng mga mamamayan na napupunta sa pamahalaan,
Noli Me Tangere,Humahatol,nagdedesisyon,
Noli Me Tangere,Lasak,kulay itim at puting manok,
Noli Me Tangere,Bulik,batik batik na manok,
Noli Me Tangere,Liamado,lamang,
Noli Me Tangere,Dehado,lugi,talo
Noli Me Tangere,Nagmamasid,nanonood,nagtitingin tingin
Noli Me Tangere,Kwartel,tirahan ng mga sundalo,
Noli Me Tangere,Makakapag-akay,makakapagsama,
Noli Me Tangere,Baston,tungkod,
Noli Me Tangere,Alperes,opisyal ng militar,
Noli Me Tangere,Matalim,matalas,
Noli Me Tangere,Masubsob,madapa,
Noli Me Tangere,Nag-alipustahan,nagbangayan,nagsagutan
Noli Me Tangere,Ekskumonikado,bawal tanggapin ng simbahan habang nabubuhay,
Noli Me Tangere,Liham,sulat,
Noli Me Tangere,Kura paroko,mataas na pari,
Noli Me Tangere,Balkonahe,bahagi ng bahay na nagsisilbing pahingahan,
Noli Me Tangere,Tumindig,tumayo,
Noli Me Tangere,Pumpon,tumpok,
Noli Me Tangere,Hinaing,reklamo,hinanakit
Noli Me Tangere,Api,inaaway,
Noli Me Tangere,Pribilehiyo,espesyal na karapatan,bentahe
Noli Me Tangere,Adhikain,layunin,
Noli Me Tangere,Tagasuri,tagatingin,
Noli Me Tangere,Ipinataw,ipinatong,
Noli Me Tangere,Nasakdal,suspek,
Noli Me Tangere,Bandido,tulisan,may nalabag na batas
Noli Me Tangere,Masaklap,hindi kanais-nais,
Noli Me Tangere,Paglaon,lumipas,
Noli Me Tangere,Musmos,bata,
Noli Me Tangere,Liham,sulat,
Noli Me Tangere,Nabalisa,hindi mapakali,natatakot
Noli Me Tangere,Alperes,opisyal ng militar,
Noli Me Tangere,Malalampaso,matatalo,
Noli Me Tangere,Ekskumonikado,bawal tanggapin ng simbahan habang nabubuhay,
Noli Me Tangere,Sagabal,hadlang,
Noli Me Tangere,Maaaninag,makikita,
Noli Me Tangere,Tugon,sagot,
Noli Me Tangere,Kwartel,tirahan ng mga sundalo,
Noli Me Tangere,Nagmatyag,nagtingin tingin,
Noli Me Tangere,Salaysay,pagpapahayag,
Noli Me Tangere,Indulhensiya,kinokolektang pera ng mga pari,
Noli Me Tangere,Pinapastol,pag-aalaga,
Noli Me Tangere,Nagsermon,nagpangaral,
Noli Me Tangere,Kura,pari,
Noli Me Tangere,Alperes,opisyal ng militar,
Noli Me Tangere,Pumanhik,pumunta,sumampa
Noli Me Tangere,Tumambad,bumulaga,bumalandra
Noli Me Tangere,Pag-aalsa,paghihimagsik o pagtiwalag,
Noli Me Tangere,Nagkumpisal,pagpapatotoo,nagpahayag
Noli Me Tangere,Paglusob,pagsugod,
Noli Me Tangere,Kumbento,simbahan,
Noli Me Tangere,Kwartel,tirahan ng mga sundalo,
Noli Me Tangere,Kasawian,kamatayan,
Noli Me Tangere,Sumapit,dumating,
Noli Me Tangere,Batingaw,tunog na gawa ng kampana,
Noli Me Tangere,Haligi,poste,tukod
Noli Me Tangere,Kalmado,mahinahon,relax
Noli Me Tangere,Kalabog,malakas na tunog,
Noli Me Tangere,Alperes,opisyal ng militar,
Noli Me Tangere,Rebolber,maliit na klase ng baril,
Noli Me Tangere,Pagdurusa,paghihinagpis,
Noli Me Tangere,Pumanhik,pumunta,umakyat
Noli Me Tangere,Lumusob,sumugod,
Noli Me Tangere,Nagkaengkwentro,makasagupa,
Noli Me Tangere,Dinakip,kinuha,inaresto
Noli Me Tangere,Bise alkalde,Bise mayor,
Noli Me Tangere,Nagkarambulan,nagkagulo,
Noli Me Tangere,Alperes,opisyal ng militar,
Noli Me Tangere,Tribunal,taga husga,
Noli Me Tangere,Rehas,kulungan,
Noli Me Tangere,Alperes,mayor,
Noli Me Tangere,Salawal,pambabang kasuotan,
Noli Me Tangere,Paglusob,pagsugod,
Noli Me Tangere,Kura,pari,
Noli Me Tangere,Inilublob,inilubog,
Noli Me Tangere,Binalingan,binigyan ng atensyon,
Noli Me Tangere,Kwartel,tirahan ng mga sundalo,
Noli Me Tangere,Ibilanggo,ikulong,
Noli Me Tangere,Kura,pari,
Noli Me Tangere,Alperes,opisyal ng militar,
Noli Me Tangere,Kwartel,tirahan ng mga sundalo,
Noli Me Tangere,Aligaga,natataranta,
Noli Me Tangere,Paglusob,pagsugod,
Noli Me Tangere,Pagkamuhi,pagkainis,paglasuklam
Noli Me Tangere,Pang-aalipusta,panlalait,
Noli Me Tangere,Nagmamasid-masid,tumitingin tingin,
Noli Me Tangere,Pagal na pagal,pagod na pagod,
Noli Me Tangere,Nailathala,naisapubliko,naibalita
Noli Me Tangere,Panayam,pakikipagusap,
Noli Me Tangere,Kumbento,simbahan,
Noli Me Tangere,Ipinagbunyi,pinagdiwang,
Noli Me Tangere,Pilibustero,suwail,
Noli Me Tangere,Hinuhubog,hinahasa,pinapagaling
Noli Me Tangere,Nangatog,nanginig,
Noli Me Tangere,Naanyayahan,pinapapunta,
Noli Me Tangere,Pumanhik,pumunta,umakyat
Noli Me Tangere,Ipamalita,ipakalat,
Noli Me Tangere,Tinitingala,hinahangaan,
Noli Me Tangere,Natanaw,nakita,
Noli Me Tangere,Ipinagtapat,sinabi,
Noli Me Tangere,Kinahantungan,kinalabasan,kinasapitan
Noli Me Tangere,Sinisipat-sipat,tinatantsa,
Noli Me Tangere,Lantsa,bangka,
Noli Me Tangere,Nalilito,naguguluhan,
Noli Me Tangere,Inasinta,pinatamaan,
Noli Me Tangere,Sarhento,tagapamayapa,pulis sa parlamento
Noli Me Tangere,Selebrasyon,pagdiriwang,
Noli Me Tangere,Kumbento,simbahan,
Noli Me Tangere,Asotea,balkonahe,
Noli Me Tangere,Dampa,maliit na bahay,
Noli Me Tangere,Halakhak,malakas na tawa,
Noli Me Tangere,Tumindig,tumayo,
Noli Me Tangere,Kwartel,tirahan ng mga sundalo,
Noli Me Tangere,Alperes,opisyal ng militar,
Noli Me Tangere,Pinupog,tinadtad,
Noli Me Tangere,Humandusay,humilata,nakahiga
