book_title,deep_word,modern_word,english_equivalent
Noli Me Tangere,Alkalde,,mayor
Noli Me Tangere,Binitawan,,pinakawalan
Noli Me Tangere,Nalugod,,nagalak
Noli Me Tangere,Ekskomunikado,,bawal
Noli Me Tangere,Umuubra,,tumalab
Noli Me Tangere,Katwiran,,rason
Noli Me Tangere,Nagimbal,,pagkagulat
Noli Me Tangere,Manganganib,,delikado
Noli Me Tangere,Iritang irita,,inis
Noli Me Tangere,Ipinamalas,,ipinakita
Noli Me Tangere,Nobyo,,kasintahang
Noli Me Tangere,Ekskomunikado,,bawal
Noli Me Tangere,Arsobispo,,mataas
Noli Me Tangere,Alkalde,,mayor
Noli Me Tangere,Iminungkahi,,inilahad
Noli Me Tangere,Patungo,,papunta
Noli Me Tangere,Pagkalembang,,pagtunog
Noli Me Tangere,Alperes,,batang
Noli Me Tangere,Prusisyon,,parada
Noli Me Tangere,Garbo,maganda,magara
Noli Me Tangere,Karosa,,karwahe
Noli Me Tangere,Alperes,,batang
Noli Me Tangere,Esposa,,asawang
Noli Me Tangere,Papanhikin,umakyat,bumisita
Noli Me Tangere,Pinahinto,,pinatigil
Noli Me Tangere,Hudyat,,signal
Noli Me Tangere,Maralita,dukha,mahirap
Noli Me Tangere,Alkalde,,mayor
Noli Me Tangere,Matamlay,,mahinang
Noli Me Tangere,Abuloy,,pagbibigay
Noli Me Tangere,Kumbento,,simbahan
Noli Me Tangere,Inaliw,,nilibang
Noli Me Tangere,Pilat,,peklat
Noli Me Tangere,Mangahas,,matapang
Noli Me Tangere,Danyos,,bayad
Noli Me Tangere,Limos,,paghingi
Noli Me Tangere,Kubyertos,,gamit
Noli Me Tangere,Nabigasyon,,paglalakbay
Noli Me Tangere,Singil,,bayad
Noli Me Tangere,Nabighani,,nahulog
Noli Me Tangere,Luhaan,,umiiyak
Noli Me Tangere,Balkonahe,,bahagi
Noli Me Tangere,Liham,,sulat
Noli Me Tangere,Abugasya,,pagaaral
Noli Me Tangere,Danyos,,bayad
Noli Me Tangere,Lumayas,,umalis
Noli Me Tangere,Nabinat,,pagbalik
Noli Me Tangere,Kumpisal,,pagpapahayag
Noli Me Tangere,Destino,,mailagay
Noli Me Tangere,Napawalang bisa,,napawalang
Noli Me Tangere,Ekskomunikado,,bawal
Noli Me Tangere,Napapaligiran,,napapalibutan
Noli Me Tangere,Iminungkahi,,inilahad
Noli Me Tangere,Masalimuot,mahirap,magulo
Noli Me Tangere,Sinapit,,dinanas
Noli Me Tangere,Kumbento,,simbahan
Noli Me Tangere,Kura,,pari
Noli Me Tangere,Lumusob,,sumugod
Noli Me Tangere,Pinag-uusig,,pinaghahanap
Noli Me Tangere,Hinaing,hinanakit,reklamo
Noli Me Tangere,Aanib,,sasapi
Noli Me Tangere,Buwis,,bahagi
Noli Me Tangere,Humahatol,,nagdedesisyon
Noli Me Tangere,Lasak,,kulay
Noli Me Tangere,Bulik,,batik
Noli Me Tangere,Liamado,,lamang
Noli Me Tangere,Dehado,lugi,talo
Noli Me Tangere,Nagmamasid,nanonood,nagtitingin tingin
Noli Me Tangere,Kwartel,,tirahan
Noli Me Tangere,Makakapag-akay,,makakapagsama
Noli Me Tangere,Baston,,tungkod
Noli Me Tangere,Alperes,,opisyal
Noli Me Tangere,Matalim,,matalas
Noli Me Tangere,Masubsob,,madapa
Noli Me Tangere,Nag-alipustahan,nagbangayan,nagsagutan
Noli Me Tangere,Ekskumonikado,,bawal
Noli Me Tangere,Liham,,sulat
Noli Me Tangere,Kura paroko,,mataas
Noli Me Tangere,Balkonahe,,bahagi
Noli Me Tangere,Tumindig,,tumayo
Noli Me Tangere,Pumpon,,tumpok
Noli Me Tangere,Hinaing,reklamo,hinanakit
Noli Me Tangere,Api,,inaaway
Noli Me Tangere,Pribilehiyo,espesyal na karapatan,o kung ano pang importanteng bagay
Noli Me Tangere,Adhikain,,layunin
Noli Me Tangere,Tagasuri,,tagatingin
Noli Me Tangere,Ipinataw,,ipinatong
Noli Me Tangere,Nasakdal,,suspek
Noli Me Tangere,Bandido,tulisan,may nalabag na batas
Noli Me Tangere,Masaklap,hindi,
Noli Me Tangere,Paglaon,,lumipas
Noli Me Tangere,Musmos,,bata
Noli Me Tangere,Liham,,sulat
Noli Me Tangere,Nabalisa,hindi mapakali,natatakot
Noli Me Tangere,Alperes,,opisyal
Noli Me Tangere,Malalampaso,,matatalo
Noli Me Tangere,Ekskumonikado,,bawal
Noli Me Tangere,Sagabal,,hadlang
Noli Me Tangere,Maaaninag,,makikita
Noli Me Tangere,Tugon,,sagot
Noli Me Tangere,Kwartel,,tirahan
Noli Me Tangere,Nagmatyag,,nagtingin
Noli Me Tangere,Salaysay,,pagpapahayag
Noli Me Tangere,Indulhensiya,,kinokolektang
Noli Me Tangere,Pinapastol,pag-aalaga,
Noli Me Tangere,Nagsermon,,nagpangaral
Noli Me Tangere,Kura,,pari
Noli Me Tangere,Alperes,,opisyal
Noli Me Tangere,Pumanhik,pumunta,sumampa
Noli Me Tangere,Tumambad,bumulaga,bumalandra
Noli Me Tangere,Pag-aalsa,,paghihimagsik
Noli Me Tangere,Nagkumpisal,pagpapatotoo,nagpahayag
Noli Me Tangere,Paglusob,,pagsugod
Noli Me Tangere,Kumbento,,simbahan
Noli Me Tangere,Kwartel,,tirahan
Noli Me Tangere,Kasawian,,kamatayan
Noli Me Tangere,Sumapit,,dumating
Noli Me Tangere,Batingaw,,tunog
Noli Me Tangere,Haligi,poste,o patayong semento na nagsisilbing tukod sa isang estruktura
Noli Me Tangere,Kalmado,mahinahon,relax
Noli Me Tangere,Kalabog,,malakas
Noli Me Tangere,Alperes,,opisyal
Noli Me Tangere,Rebolber,,maliit
Noli Me Tangere,Pagdurusa,,paghihinagpis
Noli Me Tangere,Pumanhik,pumunta,umakyat
Noli Me Tangere,Lumusob,,sumugod
Noli Me Tangere,Nagkaengkwentro,,makasagupa
Noli Me Tangere,Dinakip,kinuha,inaresto
Noli Me Tangere,Bise alkalde,,Bise
Noli Me Tangere,Nagkarambulan,,nagkagulo
Noli Me Tangere,Alperes,,opisyal
Noli Me Tangere,Tribunal,,taga
Noli Me Tangere,Rehas,,kulungan
Noli Me Tangere,Alperes,,mayor
Noli Me Tangere,Salawal,,pambabang
Noli Me Tangere,Paglusob,,pagsugod
Noli Me Tangere,Kura,,pari
Noli Me Tangere,Inilublob,,inilubog
Noli Me Tangere,Binalingan,,binigyan
Noli Me Tangere,Kwartel,,tirahan
Noli Me Tangere,Ibilanggo,,ikulong
Noli Me Tangere,Kura,,pari
Noli Me Tangere,Alperes,,opisyal
Noli Me Tangere,Kwartel,,tirahan
Noli Me Tangere,Aligaga,,natataranta
Noli Me Tangere,Paglusob,,pagsugod
Noli Me Tangere,Pagkamuhi,pagkainis,paglasuklam
Noli Me Tangere,Pang-aalipusta,,panlalait
Noli Me Tangere,Nagmamasid-masid,,tumitingin
Noli Me Tangere,Pagal na pagal,,pagod
Noli Me Tangere,Nailathala,naisapubliko,naibalita
Noli Me Tangere,Panayam,,pakikipagusap
Noli Me Tangere,Kumbento,,simbahan
Noli Me Tangere,Ipinagbunyi,,pinagdiwang
Noli Me Tangere,Pilibustero,,suwail
Noli Me Tangere,Hinuhubog,hinahasa,pinapagaling
Noli Me Tangere,Nangatog,,nanginig
Noli Me Tangere,Naanyayahan,,pinapapunta
Noli Me Tangere,Pumanhik,pumunta,umakyat
Noli Me Tangere,Ipamalita,,ipakalat
Noli Me Tangere,Tinitingala,,hinahangaan
Noli Me Tangere,Natanaw,,nakita
Noli Me Tangere,Ipinagtapat,,sinabi
Noli Me Tangere,Kinahantungan,kinalabasan,kinasapitan
Noli Me Tangere,Sinisipat-sipat,,tinatantsa
Noli Me Tangere,Lantsa,,bangka
Noli Me Tangere,Nalilito,,naguguluhan
Noli Me Tangere,Inasinta,,pinatamaan
Noli Me Tangere,Sarhento,tagapamayapa,pulis sa parlamento
Noli Me Tangere,Selebrasyon,,pagdiriwang
Noli Me Tangere,Kumbento,,simbahan
Noli Me Tangere,Asotea,,balkonahe
Noli Me Tangere,Dampa,,maliit
Noli Me Tangere,Halakhak,,malakas
Noli Me Tangere,Tumindig,,tumayo
Noli Me Tangere,Kwartel,,tirahan
Noli Me Tangere,Alperes,,opisyal
Noli Me Tangere,Pinupog,,tinadtad
Noli Me Tangere,Humandusay,humilata,nakahiga
