book_title,deep_word,modern_word,english_equivalent
El Filibusterismo,Sambalilo,sumbrero,sumbrero
El Filibusterismo,Takba,tampipi,tampipi
El Filibusterismo,Aprobado,mainam,mainam
El Filibusterismo,Bunton,tambak,tambak
El Filibusterismo,Dalamhati,paghihirap,paghihirap
El Filibusterismo,Dupikal,sunod-sunod,word
El Filibusterismo,Gatol,hindi,hindi
El Filibusterismo,Naaninag,makita,makita
El Filibusterismo,Nauliningan,narinig,narinig
El Filibusterismo,Pagsisiga,pagsusunog,pagsusunog
El Filibusterismo,Primer ano,unang,unang
El Filibusterismo,Sable,espada,espada
El Filibusterismo,Sipilis,isang,isang
El Filibusterismo,Sobresaliente,pinakamataas,pinakamataas
El Filibusterismo,Tanyag,Sikat,sikat
El Filibusterismo,Tari,sandata,sandata
El Filibusterismo,Tinalunton,hinarap,hinarap
El Filibusterismo,Agam-agam,alinlangan,alinlangan
El Filibusterismo,Alatiit,tunog,tunog
El Filibusterismo,Asarol,kagamitang,kagamitang
El Filibusterismo,Dumanak,dumaloy,dumaloy
El Filibusterismo,Kasagwaan,kapangitan,kapangitan
El Filibusterismo,Lihis,salungat,salungat
El Filibusterismo,Magpakita,lumantad,lumantad
El Filibusterismo,Mulala,tanga;,word
El Filibusterismo,Mulato,mestisang,mestisang
El Filibusterismo,Nagkikibit-balikat,nagwawalang-bahala,word
El Filibusterismo,Natigatig,natinag;,word
El Filibusterismo,Paghahabol,pagtugis,pagtugis
El Filibusterismo,Rebolber,maikling,maikling
El Filibusterismo,Alatiit,pigil,pigil
El Filibusterismo,Ingkong,lolo,lolo
El Filibusterismo,Ketong,sakit,sakit
El Filibusterismo,Nakapinid,nakasara,nakasara
El Filibusterismo,Nananagis,umiyak,umiyak
El Filibusterismo,Salabat,paboritong,paboritong
El Filibusterismo,Sinunong,ipinatong,ipinatong
El Filibusterismo,Tampipi,sisidlan,sisidlan
El Filibusterismo,Mabubulid,mahuhulog,mahuhulog
El Filibusterismo,Matutudla,tatamaan,tatamaan
El Filibusterismo,Nabalisa,nag-alala;,word
El Filibusterismo,Nagkibit,balikat,balikat
El Filibusterismo,Paglusob,pagsalakay,pagsalakay
El Filibusterismo,Pagsanggalang,pagtatanggol,pagtatanggol
El Filibusterismo,Sumasalungat,tumututol,tumututol
El Filibusterismo,Indulgencia,utang,utang
El Filibusterismo,Karalitaan,kahirapan;,word
El Filibusterismo,Kayamanan,pag-aari;,word
El Filibusterismo,Lantay,tunay,tunay
El Filibusterismo,Lugmok,nakalubog,nakalubog
El Filibusterismo,Mahalughog,halungkatin;,word
El Filibusterismo,Nagdarahop,naghihirap,naghihirap
El Filibusterismo,Namamalikmata,di-makapaniwala,word
El Filibusterismo,Narahuyong,naakit,naakit
El Filibusterismo,Niyurakan,sinira,sinira
El Filibusterismo,Panggigilalas,pagkagulat,pagkagulat
El Filibusterismo,Umaalipusta,nanglalait,nanglalait
El Filibusterismo,Apyan,opyo,opyo
El Filibusterismo,Armas de salon,sandatang,sandatang
El Filibusterismo,Dumagok,suntukin,suntukin
El Filibusterismo,Kagyat,kaagad-agad,word
El Filibusterismo,Katigan,sang-ayunan,word
El Filibusterismo,Masinsinan,seryosong,seryosong
El Filibusterismo,Masusugpo,mapipigil,mapipigil
El Filibusterismo,Mulato,tao,tao
El Filibusterismo,Nakayungyong,nagbibigay,nagbibigay
El Filibusterismo,Pag-aalipusta,paghamak,paghamak
El Filibusterismo,Pag-aalsa,paghihimagsik,paghihimagsik
El Filibusterismo,Pangangamkam,pagkuha,pagkuha
El Filibusterismo,Punglo,bala,bala
El Filibusterismo,Rebolber,uri,uri
El Filibusterismo,Tresilyo,sugal,sugal
El Filibusterismo,Tulisan,rebelde;,word
El Filibusterismo,Bulastog,mayabang,mayabang
El Filibusterismo,Dia-pichido,ipit,ipit
El Filibusterismo,Loob ng Maynila na namoogan,Intramuros,intramuros
El Filibusterismo,Mangilak,manghingi,manghingi
El Filibusterismo,Panghihinawa,pagkasawa,pagkasawa
El Filibusterismo,Penitente,nagdurusa,nagdurusa
El Filibusterismo,Placido,kalmante,kalmante
El Filibusterismo,Puerta,pinto,pinto
El Filibusterismo,Tandang Basiong Macunat,isang,isang
El Filibusterismo,Umiibis,bumababa,bumababa
El Filibusterismo,Victoria,karuwahe,karuwahe
El Filibusterismo,Ampliacion,mataas,mataas
El Filibusterismo,Asoge,Mercury,mercury
El Filibusterismo,Binuling,pinakinis,pinakinis
El Filibusterismo,Dominus Vobiscum,sumaiyo,sumaiyo
El Filibusterismo,Eskaparate,salaming,salaming
El Filibusterismo,Espiritu Sastre,pauyam,pauyam
El Filibusterismo,Hinuha,palagay,palagay
El Filibusterismo,Iskoba,brush,brush
El Filibusterismo,Kamagong,Mahogany;,word
El Filibusterismo,"Lavvoiser, Secchi, Tyndall",mga,mga
El Filibusterismo,Pag-aglahi,pang-iinsulto,word
El Filibusterismo,Pagupak,patunog,patunog
El Filibusterismo,Pilosopastro,pauyam,pauyam
El Filibusterismo,Ponograpo,pangkaraniwang,pangkaraniwang
El Filibusterismo,Requiescat in pace,sumalangit,sumalangit
El Filibusterismo,Salamin,isang,isang
El Filibusterismo,Santisimo,banal,banal
El Filibusterismo,Sihang,Panga,panga
El Filibusterismo,Ultimatum,pinakahuling,pinakahuling
El Filibusterismo,Abuloy,kontribusyon,kontribusyon
El Filibusterismo,Aktibidades,gawain,gawain
El Filibusterismo,Facultad,nag-aaral,word
El Filibusterismo,Hangarin,pangarap,pangarap
El Filibusterismo,Kasigabuhan,silakbo,silakbo
El Filibusterismo,Magpalikaw-likaw,magpaligoy-ligoy,word
El Filibusterismo,Mapakiling,pumanig;,word
El Filibusterismo,Nagpapasimuno,nagsimula,nagsimula
El Filibusterismo,Nagpipingkian,nag-iiskrima,word
El Filibusterismo,Nang-uulot,nang-uudyok,word
El Filibusterismo,Nobya,kasintahan,kasintahan
El Filibusterismo,Anasan,pag-uusap,word
El Filibusterismo,Kilatisin,uriin,uriin
El Filibusterismo,Kondesa,tawag,tawag
El Filibusterismo,Nagmamaang-maangan,nagkukunwang,nagkukunwang
El Filibusterismo,Pabulalas,pasambulat,pasambulat
El Filibusterismo,Pagsasapantaha,panghihinala,panghihinala
El Filibusterismo,Pahat,kaunti;,word
El Filibusterismo,Palikaw-likaw,"pahipit-hipit,",word
El Filibusterismo,Pangangayupapa,"pagpapakumbaba,",word
El Filibusterismo,Pasaliwa,pabaliktad,pabaliktad
El Filibusterismo,Rector,punong,punong
El Filibusterismo,Silyon,isang,isang
El Filibusterismo,Sumuong,lumusob,lumusob
El Filibusterismo,Upaw,kalbo,kalbo
El Filibusterismo,Bulalas,pahayag,pahayag
El Filibusterismo,Consulado,ukol,ukol
El Filibusterismo,Kapighatian,"kahirapan,",word
El Filibusterismo,Konsul,isang,isang
El Filibusterismo,Kopa,goblet,goblet
El Filibusterismo,Nakahuhughog,nakasasaid,nakasasaid
El Filibusterismo,Nanduduwit,nangunguha,nangunguha
El Filibusterismo,Paghahamok,"labanan,",word
El Filibusterismo,Piging,"handaan,",word
El Filibusterismo,Pulseras,bracelet,bracelet
El Filibusterismo,Sikolo,25,word
El Filibusterismo,Tsampan,kumikislap,kumikislap
El Filibusterismo,Walang kapangi-pangimi,malakas,malakas
El Filibusterismo,Galaw,kilos,kilos
El Filibusterismo,Kalantiriin,inisin,inisin
El Filibusterismo,Katog,tunog,tunog
El Filibusterismo,Kinamumuhian,"kinagagalitan,",word
El Filibusterismo,Kutsero,ang,ang
El Filibusterismo,Liwasan,"parke,",word
El Filibusterismo,Mabunggo,"maumpog,",word
El Filibusterismo,Namimirinsa,namamalantsa,namamalantsa
El Filibusterismo,Prinsa,plantsang,plantsang
El Filibusterismo,Alingasaw,Singaw,singaw
El Filibusterismo,Iginugumon,Inilulubog,inilulubog
El Filibusterismo,Kabuhungan,Kasamaan,kasamaan
El Filibusterismo,Kahindik-hindik,Nakakatakot,nakakatakot
El Filibusterismo,Pinaunlakan,Pinagbigyan,pinagbigyan
El Filibusterismo,Arabal,hangganan,hangganan
El Filibusterismo,Basar,tindahan,tindahan
El Filibusterismo,Candelabra,mahabang,mahabang
El Filibusterismo,Ciriales,mahabang,mahabang
El Filibusterismo,Fenix,isang,isang
El Filibusterismo,Iginugupo,pinaghihina,pinaghihina
El Filibusterismo,Kabuluhan,may,may
El Filibusterismo,Karabinero,isang,isang
El Filibusterismo,Kastilyero,tagagawa,tagagawa
El Filibusterismo,Kinatitirikan,kinatatayuan,kinatatayuan
El Filibusterismo,Lipakin,hamakin,hamakin
El Filibusterismo,Malamlam,mapanglaw,mapanglaw
El Filibusterismo,Mitsa,isang,isang
El Filibusterismo,Nagngingitngit,labis,labis
El Filibusterismo,Nakaririmrim,nakapandidiri,nakapandidiri
El Filibusterismo,Platero,tagapanday,tagapanday
El Filibusterismo,Procurador,pinuno,pinuno
El Filibusterismo,Promotor piskal,pinunong,pinunong
El Filibusterismo,Bantog,kilala,kilala
El Filibusterismo,Di-masusupil,di,di
El Filibusterismo,Ginugol,inaksaya,inaksaya
El Filibusterismo,Himala,kababalaghan,kababalaghan
El Filibusterismo,Katukayo,kapangalan,kapangalan
El Filibusterismo,Masawata,masupil,masupil
El Filibusterismo,Matapang,malakas,malakas
El Filibusterismo,Nakagagambala,nakagugulo,nakagugulo
El Filibusterismo,Nakikini-kinita,nagugunita,nagugunita
El Filibusterismo,Nalathala,naipahayag,naipahayag
El Filibusterismo,Pananalig,paniniwala,paniniwala
El Filibusterismo,Pangahas,nangunguna,nangunguna
El Filibusterismo,Panukala,mungkahi,mungkahi
El Filibusterismo,Sinang-ayunan,kinampihan,kinampihan
El Filibusterismo,Alingasngas,usap-usapan,word
El Filibusterismo,Bihasa,"sanay,",word
El Filibusterismo,Hampaslupa,mahirap,mahirap
El Filibusterismo,Hudyat,palatandaan,palatandaan
El Filibusterismo,Kalmen,eksapularyong,eksapularyong
El Filibusterismo,Kawani,opisyal,opisyal
El Filibusterismo,Kinakatigan,pinapakinggan,pinapakinggan
El Filibusterismo,Malamlam,"mapungay,",word
El Filibusterismo,Mapanibughuin,seloso,seloso
El Filibusterismo,Masagwa,kahalayan,kahalayan
El Filibusterismo,Nag-ibayo,tumitindi,tumitindi
El Filibusterismo,Nagkukumahog,nagmamadali,nagmamadali
El Filibusterismo,Nagpatumpik-tumpik,nagpabagal-bagal,word
El Filibusterismo,Nanlilimahid,maruming-marumi,word
El Filibusterismo,Natitigatig,nayayanig,nayayanig
El Filibusterismo,Naulinigan,narinig,narinig
El Filibusterismo,Pabuya,"premyo,",word
El Filibusterismo,Pagala-gala,paikot-ikot,word
El Filibusterismo,Pagbabalatkayo,pagkukunwari,pagkukunwari
El Filibusterismo,Pagkakarinyosa,pagkamalambing,pagkamalambing
El Filibusterismo,Pakana,plano,plano
El Filibusterismo,Pangingimbulo,pagkainggit,pagkainggit
El Filibusterismo,Panunuligsa,pambabatikos,pambabatikos
El Filibusterismo,Paskil,karatula,karatula
El Filibusterismo,Patid,"tigil,",word
El Filibusterismo,Pinakakalansing,pinapatutunog,pinapatutunog
El Filibusterismo,Sekreta,pulis,pulis
El Filibusterismo,Tiktik,espiya,espiya
El Filibusterismo,Walang muwang,walang,walang
El Filibusterismo,Alingawngaw,tinig,tinig
El Filibusterismo,Artilyero,kanyunero,kanyunero
El Filibusterismo,Ayuntamiento,Pamahalaang,pamahalaang
El Filibusterismo,Butaka,upuang,upuang
El Filibusterismo,Butaw,donasyon,donasyon
El Filibusterismo,Cancan,isang,isang
El Filibusterismo,Dagok,suntok,suntok
El Filibusterismo,Dometiques,domestic,domestic
El Filibusterismo,Entrada General,teatro,teatro
El Filibusterismo,Gora,sombrero,sombrero
El Filibusterismo,Guniguni,imahinasyon,imahinasyon
El Filibusterismo,Ipalulon,"ipalunok,",word
El Filibusterismo,Kahali-halina,kaakit-akit,word
El Filibusterismo,Matikas,matipuno,matipuno
El Filibusterismo,Manunuligsa,namumuna,namumuna
El Filibusterismo,Mapakali,mapalagay,mapalagay
El Filibusterismo,Mapanudyo,mapanukso,mapanukso
El Filibusterismo,Masasal,mabilis,mabilis
El Filibusterismo,Masatsat,"masalita,",word
El Filibusterismo,Masigabo,mainit,mainit
El Filibusterismo,Nakapukaw,nakagising,nakagising
El Filibusterismo,Nakaririmarim,"nakadidiri,",word
El Filibusterismo,Nakimatyag,nakiusyoso,nakiusyoso
El Filibusterismo,Nakukutya,namamaliit,namamaliit
El Filibusterismo,Natitigatig,natitibag,natitibag
El Filibusterismo,Nayamot,nainis,nainis
El Filibusterismo,Palko,"balkonahe,",word
El Filibusterismo,Panlulumo,panghihina,panghihina
El Filibusterismo,Pasaring,parinig,parinig
El Filibusterismo,Peluka,"wig,",word
El Filibusterismo,Pinagkuskos,pinagkiskis,pinagkiskis
El Filibusterismo,Servantes,servants,servants
El Filibusterismo,Tabing,kurtina,kurtina
El Filibusterismo,Tampalasan,walang,walang
El Filibusterismo,Tisiko,may,may
El Filibusterismo,Tumambad,lumitaw,lumitaw
El Filibusterismo,Udyok,tulak,tulak
El Filibusterismo,Umilandang,humagis,humagis
El Filibusterismo,Winawasiwas,iwinagayway,iwinagayway
El Filibusterismo,Balaan,bigyan,bigyan
El Filibusterismo,Baligho,laban,laban
El Filibusterismo,Bugnutin,bigla,bigla
El Filibusterismo,Dalisay,puro,puro
El Filibusterismo,Dinaluhong,sinugod,sinugod
El Filibusterismo,Humimlay,matulog,matulog
El Filibusterismo,Kabig,kakampi,kakampi
El Filibusterismo,Kahindik-hindik,katakot-takot,word
El Filibusterismo,Lipos,puno,puno
El Filibusterismo,Lubay,tigil,tigil
El Filibusterismo,Nagpalahaw,umatungal,umatungal
El Filibusterismo,Nagugulumihanan,naguguluhan,naguguluhan
El Filibusterismo,Nag-uulol,nababaliw,nababaliw
El Filibusterismo,Nakabubulahaw,nakaiistorbong,nakaiistorbong
El Filibusterismo,Nangakatanikala,nakagapos,nakagapos
El Filibusterismo,Nangatal,nanginig,nanginig
El Filibusterismo,Natighaw,mabawasan,mabawasan
El Filibusterismo,Pagpapaunlak,napasunod,napasunod
El Filibusterismo,Pantalya,lampara,lampara
El Filibusterismo,Sinisikil,iniipit,iniipit
El Filibusterismo,Sulak,agos,agos
El Filibusterismo,Talamak,marami,marami
El Filibusterismo,Tigib,masobrahan,masobrahan
El Filibusterismo,Tigmak,basa,basa
El Filibusterismo,Naulinigan,narinig,narinig
El Filibusterismo,Mapaniil,mapang-abuso,word
El Filibusterismo,Naghulas,"pagtutubig,",word
El Filibusterismo,Pagkabusabos,pagkaalipin,pagkaalipin
El Filibusterismo,Sumilay,"sumulpot,",word
El Filibusterismo,Naaninaw,nabanaagan,nabanaagan
El Filibusterismo,Nagmamanman,nag-iimbestiga,word
El Filibusterismo,Pagtalima,pagsunod,pagsunod
El Filibusterismo,Piging,handaan,handaan
El Filibusterismo,Sinipat,tinignan,tinignan
El Filibusterismo,Gugol,gastos,gastos
El Filibusterismo,Kabo,sundalong,sundalong
El Filibusterismo,Kanto,salikop,salikop
El Filibusterismo,Magara,magarbo,magarbo
El Filibusterismo,Nagunita,naalala,naalala
El Filibusterismo,Naimpok,naipon,naipon
El Filibusterismo,Nakaligtaan,nakalimutan,nakalimutan
El Filibusterismo,Paskin o Paskil,poster,poster
El Filibusterismo,Putahe,pagkain,pagkain
El Filibusterismo,Buhong,mapanlinlang,mapanlinlang
El Filibusterismo,Capista,tagapaghatid,tagapaghatid
El Filibusterismo,Inuupasalaan,manirang-puri,word
El Filibusterismo,Itinangi,"pinapahalagahan,",word
El Filibusterismo,Karangalan,dignidad,dignidad
El Filibusterismo,Katedratiko,paring,paring
El Filibusterismo,Lumait,"umapi,",word
El Filibusterismo,Mangmang,walang,walang
El Filibusterismo,Nakatutop,nakalagay,nakalagay
El Filibusterismo,Pagbabalatkayo,pagkukunwari,pagkukunwari
El Filibusterismo,Paghuhulo,pagkakaintindi,pagkakaintindi
El Filibusterismo,Payabungin,paunlarin,paunlarin
El Filibusterismo,Pensing,eskrima,eskrima
El Filibusterismo,Salat,kulang,kulang
El Filibusterismo,Siniil,ginipit,ginipit
El Filibusterismo,Tinakpan,ipininid,ipininid
El Filibusterismo,Tinutuligsa,pinupuna,pinupuna
El Filibusterismo,Tutusin,bibilangin,bibilangin
El Filibusterismo,Albacea,tagaganap,tagaganap
El Filibusterismo,Aleman,taong,person
El Filibusterismo,Kimi,namumula,namumula
El Filibusterismo,Kuwalta,"salapi,",word
El Filibusterismo,Pahumal,nauukol,nauukol
El Filibusterismo,Pinagpipiit,pinagkukulong,pinagkukulong
El Filibusterismo,Sable,espada,espada
El Filibusterismo,Timpiin,supilin,supilin
El Filibusterismo,Tudling,kulubot,kulubot
El Filibusterismo,Apyan,sigarilyo,sigarilyo
El Filibusterismo,Budhi,kalooban,kalooban
El Filibusterismo,Dayukdok,gutom,gutom
El Filibusterismo,Hitso,nganga,nganga
El Filibusterismo,Kuwakong,pinaglalagyan,pinaglalagyan
El Filibusterismo,Maringal,marangya,marangya
El Filibusterismo,Prak,barong,barong
El Filibusterismo,Pinawalang-bisa,binalewala,binalewala
El Filibusterismo,Sumakabilang-buhay,namatay,namatay
El Filibusterismo,Agua Bendita,Banal,banal
El Filibusterismo,Islas Carolinas,lugar,lugar
El Filibusterismo,Kandili,proteksyon,proteksyon
El Filibusterismo,Nahimatay,nawalan,nawalan
El Filibusterismo,Takipsilim,dapit-hapon,word
El Filibusterismo,Umiimik,kumikibo,kumikibo
El Filibusterismo,Umuukilkil,paulit-ulit,word
El Filibusterismo,Katampalasanan,kalupitan,kalupitan
El Filibusterismo,Koreo,sulat,sulat
El Filibusterismo,Lakayo,komikero,komikero
El Filibusterismo,Padrino,ninong,ninong
El Filibusterismo,Umalingawngaw,magkalat,magkalat
El Filibusterismo,Bilangguan,"piitan,",word
El Filibusterismo,Bitayan,entablado,entablado
El Filibusterismo,Hukom,tagahatol,tagahatol
El Filibusterismo,Mabimbin,maantala,maantala
El Filibusterismo,Mapawi,"maparam,",word
El Filibusterismo,Pagsalakay,paglusob,paglusob
El Filibusterismo,Palugid,pagpapaurong,pagpapaurong
El Filibusterismo,Talumpati,panayam,panayam
El Filibusterismo,Balang,lukton,lukton
El Filibusterismo,Makahuma,makagalaw,makagalaw
El Filibusterismo,Nag-aatubili,"nag-uurong-sulong,",word
El Filibusterismo,Nagbunsod,nagtulak,nagtulak
El Filibusterismo,Pinaglagakan,pinagtaguan,pinagtaguan
El Filibusterismo,Bumabaha,umaapaw,umaapaw
El Filibusterismo,Gumigiit,pumipilit,pumipilit
El Filibusterismo,Lasug-lasog,"wasak,",word
El Filibusterismo,Mawaglit,mawala,mawala
El Filibusterismo,Nasinagan,nasikatan,nasikatan
El Filibusterismo,Pagdarausan,paggaganapan,paggaganapan
El Filibusterismo,Puluhan,"tangkay,",word
El Filibusterismo,Pumpon,"kumpol,",word
El Filibusterismo,Lumagpak,"bumagsak,",word
El Filibusterismo,Nagbabantulot,nag-aalinlangan,word
El Filibusterismo,Panibugho,"inggit,",word
El Filibusterismo,Pumanhik,umakyat,umakyat
El Filibusterismo,Entreswelo,"mesanin,",word
El Filibusterismo,Kalakip,kasama,kasama
El Filibusterismo,Nilooban,ninakawan,ninakawan
El Filibusterismo,Pagkatigal,pagkabigla,pagkabigla
El Filibusterismo,Tinuligsa,binatikos,binatikos
El Filibusterismo,Buktot,nakakatakot,nakakatakot
El Filibusterismo,Platero,gumagawa,gumagawa
El Filibusterismo,Iika-ika,pipilay-pilay,word
El Filibusterismo,Kabyawan,asukarera,asukarera
El Filibusterismo,Kapasete,helmet,helmet
El Filibusterismo,Pagtudla,pag-asinta,word
El Filibusterismo,Walang kaabug-abog,biglaan,biglaan
El Filibusterismo,Dalumat,dila,dila
El Filibusterismo,Gubat,giyera,giyera
El Filibusterismo,Kahalangdon,dignidad,dignidad
El Filibusterismo,Lubong,lamay,lamay
El Filibusterismo,Mabudhion,traydor,traydor
El Filibusterismo,Magtutudlo,propesor,propesor
El Filibusterismo,Pahamatngon,banta,banta
El Filibusterismo,Pinuy’anan,tahanan,tahanan
El Filibusterismo,Pusil,baril,baril
El Filibusterismo,Suba,ilog,ilog
El Filibusterismo,Ulipon,alipin,alipin
