book_title,chapter_number,chapter_title,sentence_number,sentence_text
El Filibusterismo,2,Sa Ilalim ng Kubyerta,15,"Ani Simoun, hindi niya nadadalaw ang lalawigan nina Basilio dahil ang kanilang lalawigan ay mahirap at di makabibili ng alahas."
El Filibusterismo,2,Sa Ilalim ng Kubyerta,16,Tinutulan naman ito ni Isagani at sinabing hindi sila namimili ng alahas dahil hindi naman nila kailangan.
El Filibusterismo,2,Sa Ilalim ng Kubyerta,17,Napangiti si Simoun sa sinabi ng binata.
El Filibusterismo,2,Sa Ilalim ng Kubyerta,18,"Paliwanag niya, dukha daw ang lalawigang nabanggit niya dahil ang mga pari sa simbahan ay Pilipino."
El Filibusterismo,2,Sa Ilalim ng Kubyerta,19,Inanyayahan ni Simoun ang magkaibigan sa pag-inom ng serbesa ngunit ito’y tinanggihan ng dalawa.
El Filibusterismo,2,Sa Ilalim ng Kubyerta,20,"Ayon kay Simoun, sinabi umano ni Padre Camorra na kaya tamad ang mga Pilipino ay dahil pala-inom ng tubig at hindi ng serbesa."
El Filibusterismo,2,Sa Ilalim ng Kubyerta,21,"Tinugon siya ni Basilio at sinabing, “sabihin ninyo kay Padre Camorra na kung siya ay iinom ng tubig sa halip ng serbesa, marahil ay mawawala ang sanhi ng mga usap-usapan.” Dagdag pa ni Isagani, “lumuluhod sa alak at sa serbesa na pumapatay ng apoy; na kapag pinainit ay sumusulak; nagiging malawak na dagatan at gumugunaw ng santinakpan.” Tinananong naman ni Simoun kung ano ang itutugon niya sakaling itanong ni Padre Camorra kung kailan magiging sulak at malawak na karagatan ang tubig."
El Filibusterismo,2,Sa Ilalim ng Kubyerta,22,Sinagot siya ni Isagani ng “kapag pinainit ng apoy; sa sandaling ang mumunting ilog na watak-watak ay magkakasamasama sa kailalimang hinuhukay ng tao.” Binigkas din ni Basilio ang isang tula ni Isagani tungkol sa pagtutulong ng apoy at tubig sa pagpapatakbo sa makina (steam engine).
El Filibusterismo,2,Sa Ilalim ng Kubyerta,23,Ngunit ayon kay Simoun ay pangarap daw iyon dahil ang makina ay hahanapin pa.
El Filibusterismo,2,Sa Ilalim ng Kubyerta,24,Nang umalis na si Simoun ay saka lamang nakilala nang lubusan ni Isagani ang mag-aalahas na tinatawag ding Kardinal Moreno.
El Filibusterismo,2,Sa Ilalim ng Kubyerta,25,Pamaya-maya pa’y may dumating na utusan upang ipatawag ang pamangkin ni Padre Florentino.
El Filibusterismo,2,Sa Ilalim ng Kubyerta,26,Ngunit nakita ng kapitan ang pari kaya ito ay inanyayahang pumanhik sa ibabaw ng kubyerta.
El Filibusterismo,3,Ang mga Alamat,1,Naabutan ni Padre Florentino na nagtatawanan ang mga tao sa itaas ng kubyerta.
El Filibusterismo,3,Ang mga Alamat,2,Pinag-uusapan ng mga pari ang pagkamulat ng mga Pilipino at pag- uusig sa mga bayarin sa simbahan.
El Filibusterismo,3,Ang mga Alamat,3,Pagkaraan ay dumating si Simoun.
El Filibusterismo,3,Ang mga Alamat,4,"Aniya, sayang raw at hindi niya nakita ang mga dinaanan ng bapor."
El Filibusterismo,3,Ang mga Alamat,5,Wala daw kwenta sa kanya ang alinmang pook na kanyang makikita kung wala rin namang alamat ang mga ito.
El Filibusterismo,3,Ang mga Alamat,6,Kaya naman sinimulang isalaysay ng Kapitan ang alamat ng Malapad-na-Bato.
El Filibusterismo,3,Ang mga Alamat,7,"Anang Kapitan, ito daw ay banal sa mga katutubo noong una bilang tahanan ng mga espiritu."
El Filibusterismo,3,Ang mga Alamat,8,"Nang tirahan daw ito ng mga tulisan ay nawala ang takot sa espiritu, sa halip ay nasalin sa mga tulisan ang takot."
El Filibusterismo,3,Ang mga Alamat,9,Nabanggit ng Kapitan ang alamat tungkol kay Donya Geronima at inanyayahan na si Padre Florentino ang magsalaysay ng alamat.
El Filibusterismo,3,Ang mga Alamat,10,May magkasintahan umano sa Espanya at ang lalaki ay naging arsobispo sa Maynila.
El Filibusterismo,3,Ang mga Alamat,11,"Nagbalatkayo daw ang babae, sinundan ang kasintahan sa Maynila at hinihiling na sundin nito ang pangako na magpakasal sila."
El Filibusterismo,3,Ang mga Alamat,12,Ngunit may ibang naisip ang arsobispo.
El Filibusterismo,3,Ang mga Alamat,13,Sa halip na pakasal ay itinira niya ang babae sa isang yungib na malapit sa Ilog Pasig.
El Filibusterismo,3,Ang mga Alamat,14,Nagandahan si Ben Zayb sa alamat.
El Filibusterismo,3,Ang mga Alamat,15,Nainggit naman si Donya Victorina at ibig ding manirahan sa kweba.
El Filibusterismo,3,Ang mga Alamat,16,"Tinanong ni Simoun si Padre Salvi ng, “Sa inyong palagay, hindi ba higit na mainam ay ilagay sa isang beateryo tulad ni Sta. Clara?” Sinagot ng pari ang tanong ni Simoun at sinabing hindi daw siya makakahatol sa mga ginawa ng isang arsobispo."
El Filibusterismo,3,Ang mga Alamat,17,Upang mabago naman ang kanilang usapin ay isinalaysay ang alamat ni San Nicolas na nagligtas sa isang Intsik sa pagkamatay sa mga buwaya.
El Filibusterismo,3,Ang mga Alamat,18,Naging bato diumano ang mga buwaya ng dasalan ng Intsik ang santo.
El Filibusterismo,3,Ang mga Alamat,19,"Nang datnan ng bapor ang lawa ay nagtanong si Ben Zayb sa Kapitan kung saan banda doon napatay ang isang Guevarra, Navarra o Ibarra."
El Filibusterismo,3,Ang mga Alamat,20,Itinuro naman ng Kapitan kung saan.
El Filibusterismo,3,Ang mga Alamat,21,Sa tubig ay naghanap pa ng bakas si Donya Victorina ng pagkamatay kahit labingtatlong taon na ang nakalilipas mula ng mangyari iyon.
El Filibusterismo,3,Ang mga Alamat,22,"Ayon kay Padre Salvi, nakasama daw ng ama ang bangkay ng kanyang anak."
El Filibusterismo,3,Ang mga Alamat,23,"Dagdag naman ni Ben Zayb, ‘yon daw ang pinakmurang libing."
El Filibusterismo,3,Ang mga Alamat,24,Kaya naman nagtawanan ang iba.
El Filibusterismo,3,Ang mga Alamat,25,Namutla naman si Simoun at walang kibo.
El Filibusterismo,3,Ang mga Alamat,26,Ipinagpalagay na lamang ng Kapitan na nahihilo ito dahil sa paglalakbay.
El Filibusterismo,4,Kabesang Tales,1,Si Tandang Selo na umampon noon sa gubat kay Basilio ay matanda na.
El Filibusterismo,4,Kabesang Tales,2,Ang anak nitong si Kabesang Tales ay isa nang Kabesa de Baranggay.
El Filibusterismo,4,Kabesang Tales,3,"May tatlo itong anak, sina Lucia, Tano, at Juli."
El Filibusterismo,4,Kabesang Tales,4,Namatay si Lucia at ang kanyang asawa dahil sa malaria.
El Filibusterismo,4,Kabesang Tales,5,Sina Tano at Juli na lamang ang buhay.
El Filibusterismo,4,Kabesang Tales,6,Yumaman na sila dahil sa tiyaga.
El Filibusterismo,4,Kabesang Tales,7,Nakisama si Kabesang Tales sa namumuhunan sa bukid at nang makaipon ng kaunti ay nagbungkal ng lupa sa gubat.
El Filibusterismo,4,Kabesang Tales,8,Nang maipagtanong na walang may-ari sa naturang lupa ay ginawa niya itong tubuhan.
El Filibusterismo,4,Kabesang Tales,9,Inisip din niyang pag-aralin na sa kolehiyo si Juli upang mapantay kay Basilio na kasintahan nito.
El Filibusterismo,4,Kabesang Tales,10,Nang umunlad ang bukid ay inangkin ito ng mga prayle at pinagbayad ng buwis si Kabesang Tales.
El Filibusterismo,4,Kabesang Tales,11,Tinaasan ng tinaasan ng mga pari ang buwis at nang ‘di na kinaya ng Kabesa ay nakipag-asunto ito sa mga prayle.
El Filibusterismo,4,Kabesang Tales,12,Dinala ni Kabesang Tales sa korte upang maayos ang problema.
El Filibusterismo,4,Kabesang Tales,13,Ngunit natalo ang Kabesa dahil nasa ilalim ng impluwensya ng mga prayle ang gobyerno.
El Filibusterismo,4,Kabesang Tales,14,Nang tuluyan nang hindi makabayad ng buwis si Kabesang Tales ay ipinaglaban pa rin niya ang lupa sa pamamagitan ng pagbabantay dito.
El Filibusterismo,4,Kabesang Tales,15,Sa kanyang pagbabantay ay nagdala siya ng baril na kinumpiska ng prayle.
El Filibusterismo,4,Kabesang Tales,16,Sumunod ay itak naman ang kanyang dinala ngunit ipinagbawal itong muli ng mga pari.
El Filibusterismo,4,Kabesang Tales,17,Sa huli ay palakol na lamang ang dinala ng Kabesa sa pagbabantay.
El Filibusterismo,4,Kabesang Tales,18,Kalaunan ay dinakip ng mga tulisan si Kabesang Tales dahil may perang nakita sa kanya at nakakapagbayad ng abogado para sa kaso niya.
El Filibusterismo,4,Kabesang Tales,19,Ipinatubos naman siya sa halagang 500.
El Filibusterismo,4,Kabesang Tales,20,Upang may maipantubos sa ama ay ibinenta ni Juli ang kanyang mga alahas liban sa bigay ng kanyang nobyo na isang laket na pagmamay-ari ni Maria Clara.
El Filibusterismo,4,Kabesang Tales,21,Nang ‘di sumapat ang perang pantubos ay namasukan siyang katulong sa tahanan ni Hermana Penchang.
El Filibusterismo,4,Kabesang Tales,22,Bisperas noon ng Pasko kaya kinabukasan ay maninilbihan na siya bilang isang alila.
El Filibusterismo,4,Kabesang Tales,23,Dahil sa pangyayaring ito ay hindi na nakapag-aral si Juli.
El Filibusterismo,4,Kabesang Tales,24,Masalimuot naman ang naging panaginip ng dalaga ng gabing iyon.
El Filibusterismo,5,Ang Noche Buena ng Isang Kutsero,1,Gabi na noon at kasabay ng pag-uwi ni Basilio sa bayan ng San Diego ay ang nagaganap na prusisyong pang-noche Buena.
El Filibusterismo,5,Ang Noche Buena ng Isang Kutsero,2,Nalimutan ng kutserong si Sinong ang kanyang sedula kaya’t ito’y kinakailangang bugbugin muna ng mga guwardiya sibil.
El Filibusterismo,5,Ang Noche Buena ng Isang Kutsero,3,"Pagkatapos ay napag-usapan nila ang imahen ni Metusalem, ang pinaka- matandang taong nabuhay sa mundo."
El Filibusterismo,5,Ang Noche Buena ng Isang Kutsero,4,Kasunod nito’y idinaan ang mga imahen ng tatlong Haring Mago.
El Filibusterismo,5,Ang Noche Buena ng Isang Kutsero,5,Dahil dito’y naalala ni Sinong si Haring Melchor na kayumanggi ang balat.
El Filibusterismo,5,Ang Noche Buena ng Isang Kutsero,6,Itinanong ng kutsero kay Basilio kung nakawala na ang kanang paa ni Bernardo Carpio na naipit sa kabundukan ng San Mateo.
El Filibusterismo,5,Ang Noche Buena ng Isang Kutsero,7,Pinaniniwalaan kasi na hari ng mga Pilipino si Bernardo Carpio na makakapagpalaya diumano sa bayan.
El Filibusterismo,5,Ang Noche Buena ng Isang Kutsero,8,"Pagkaraan ay nadaan rin nila ang ilang mga imahen, ang huli sa mga ito ay ang imahen ng birheng Maria na tila malungkot."
El Filibusterismo,5,Ang Noche Buena ng Isang Kutsero,9,Nahuli muli si Sinong dahil hindi niya namalayang namatay na ang ilaw ng kanyang kalesa.
El Filibusterismo,5,Ang Noche Buena ng Isang Kutsero,10,Sa pagkakataong ito ay dinala na sa presinto ang kutsero kaya bumaba na lamang si Basilio at naglakad.
El Filibusterismo,5,Ang Noche Buena ng Isang Kutsero,11,Sa paglalakad ni Basilio ay napansin niya na wala masyadong parol ang mga bahay at tahimik ang karamihan maliban sa bahay ni Kapitan Basilio na puno ng kaligayahan.
El Filibusterismo,5,Ang Noche Buena ng Isang Kutsero,12,"Nakita niya dito ang alperes, ang kura, at si Simoun."
El Filibusterismo,5,Ang Noche Buena ng Isang Kutsero,13,Nakarating din si Basilio sa bahay ni Kapitan Tiyago kung saan siya’y binati ng mga katiwala.
El Filibusterismo,5,Ang Noche Buena ng Isang Kutsero,14,"Ikinuwento ng mga ito kay Basilio ang tungkol sa mga pangyayari sa bukid kung saan maraming namatay na hayop at katiwala at sa balitang nadakip si Kabesang Tales, ang ama ng kanyang nobyang si Juli."
El Filibusterismo,6,Si Basilio,1,Nang sumapit ang madaling-araw ay umalis ng tahimik si Basilio sa bahay ni Kapitan Tiyago saka nagtungo sa gubat ng mga Ibarra.
El Filibusterismo,6,Si Basilio,2,Anibersaryo kasi ng pagpanaw ng kanyang ina sa mismong gubat na iyon.
El Filibusterismo,6,Si Basilio,3,Ipinagdasal niya ang kaluluwa ng kanyang ina at inalala ang mga pangyayari labing-tatlong taon na ang nakararaan.
El Filibusterismo,6,Si Basilio,4,Naalala niya na may isang lalaki na sugatan.
El Filibusterismo,6,Si Basilio,5,Inutusan siyang maghakot ng kahoy na ipansusunog sa kanyang ina at sa lalaki.
El Filibusterismo,6,Si Basilio,6,May isa ring lalaki na tumulong sa kanya sa paglilibing sa lalaking sugatan pati na rin sa kanyang ina.
El Filibusterismo,6,Si Basilio,7,Pagkaraan ng mga pangyayaring iyon ay umalis na si Basilio sa gubat at lumuwas sa Maynila.
El Filibusterismo,6,Si Basilio,8,Sa sobrang hiraap at gutom ay ninais na niyang magpasagasa sa mga karwaheng dumadaan.
El Filibusterismo,6,Si Basilio,9,Sakto namang dumaan ang karwahe ni Kapitan Tiyago na lulan din si Tiya Isabel.
El Filibusterismo,6,Si Basilio,10,Kapapasok pa lamang ni Maria Clara noon sa kumbento at pauwi na sana nang madaanan nila si Basilio.
El Filibusterismo,6,Si Basilio,11,Isinama si Basilio ni Kapitan Tiyago at naging katulong siya sa bahay nito.
El Filibusterismo,6,Si Basilio,12,Wala siyang sweldo ngunit ang kapalit ng kanyang paninilbihan ay pinag-aral naman ng Kapitan si Basilio sa Letran.
El Filibusterismo,6,Si Basilio,13,Sa unang taon ng kanyang pag-aaral ay wala siyang nabibigkas kundi ang pangalan niya at ang salitang “adsum” o narito po.
El Filibusterismo,6,Si Basilio,14,Minamaliit din siya doon dahil sa kanyang luma at gulanit na kasuotan.
El Filibusterismo,6,Si Basilio,15,Gayunpaman ay lagi siyang nagsasaulo ng leksiyon.
El Filibusterismo,6,Si Basilio,16,Nagkaroon ng isang gurong Dominiko si Basilio.
El Filibusterismo,6,Si Basilio,17,Minsan ay tinawag niya ang binata upang lituhin ito sa pagtatanong ng leksyon.
El Filibusterismo,6,Si Basilio,18,Subalit sinagot siya ni Basilio nang tuloy-tuloy at walang kagatul-gatol.
El Filibusterismo,6,Si Basilio,19,Dahil dito’y tinawag siyang loro ng propesor sa gitna ng katuwaan ng klase.
El Filibusterismo,6,Si Basilio,20,Nang minsang bigyan muli ng guro si Basilio ng katanungan ay nasagot niya muli ang mga ito.
El Filibusterismo,6,Si Basilio,21,Sa pagkakataong ito ay wala ang inaasahang katatawanan.
El Filibusterismo,6,Si Basilio,22,Dahil dito’y napahiya ang Dominiko at sumama ang loob kay Basilio.
El Filibusterismo,6,Si Basilio,23,Nagkaroon pa sila ng alitan at hamunan sa labanang gagamitan ng sable at baston.
El Filibusterismo,6,Si Basilio,24,Natutuwa namang iniharap siya ng mga mag-aaral sa kanilang propesor.
El Filibusterismo,6,Si Basilio,25,Mula noon ay nakilala na at nakatuwaan si Basilio.
El Filibusterismo,6,Si Basilio,26,Siya ay nagkaroon ng markang sobresaliente.
El Filibusterismo,6,Si Basilio,27,Dahil masikap sa pag-aaral si Basilio ay hinikayat siya ni Kapitan Tiyago na lumpat sa Ateneo Municipal.
El Filibusterismo,6,Si Basilio,28,Namumuhi kasi si Kapitan Tiyago sa mga prayle mula nang magmongha si Maria Clara.
El Filibusterismo,6,Si Basilio,29,Doon ay pinili ni Basilio ang pag-aaral ng medisina dahil ito rin naman ang kanyang hilig.
El Filibusterismo,6,Si Basilio,30,Sa kanyang ikatlong taon ay marunong nang manggamot ang binata kaya ng makaipon ay nakapagbihis na siya nang maganda at nakapag-ipon din nang kaunti.
El Filibusterismo,6,Si Basilio,31,Nasa huling taon na ng pag-aaral ng medisina si Basilio at kapag nakatapos ng pag-aaral ay pakakasal na sila ni Juli.
El Filibusterismo,7,Si Simoun,1,Uuwi na sana si Basilio nang may nakita siyang liwanag na paparating at makarinig ng yabag.
El Filibusterismo,7,Si Simoun,2,Nagtago siya sa puno ng baliti at sa kabilang dako ng punong kanyang pinagtaguan ay tumigil ang taong dumating.
El Filibusterismo,7,Si Simoun,3,Nagsimula itong maghukay gamit ang asarol.
El Filibusterismo,7,Si Simoun,4,Nakilala siya ni Basilio.
El Filibusterismo,7,Si Simoun,5,Ang taong dumating ay ang mag-aalahas na si Simoun.
El Filibusterismo,7,Si Simoun,6,Siya rin ang taong tumulong sa paglilibing sa kanyang ina at sa lalaking sugatan labing-tatlong taon na ang lumipas.
El Filibusterismo,7,Si Simoun,7,Lumabas sa pinagtataguan si Basilio at lumapit kay Simoun upang tumulong sa paghuhukay.
El Filibusterismo,7,Si Simoun,8,Ngunit tinutukan siya ng baril ni Simoun at itinanong kung siya daw ba ay nakikilala nito.
El Filibusterismo,7,Si Simoun,9,Tumugon si Basilio at sinabi na nakikilala siya nito.
El Filibusterismo,7,Si Simoun,10,Siya diumano ang taong tumulong sa kanya labing-tatlong taon na ang nakalilipas.
El Filibusterismo,7,Si Simoun,11,Inakaala ng lahat na siyang patay na ngunit kinilala siya ni Basilio na ang lalaking kausap ay walang iba kundi si Ibarra.
El Filibusterismo,7,Si Simoun,12,"Ani Simoun, malaking sikreto ang nalalaman ni Basilio kaya di niya pagsisihan na patayin ito dahil ayaw niyang maburilyaso ang kanyang planong paghihiganti."
El Filibusterismo,7,Si Simoun,13,Ngunit dahil sa halos pareho sila ng sinapit ni Basilio at uhaw din sa katarungan ay dapat daw silang magtulungang dalawa.
El Filibusterismo,7,Si Simoun,14,Inamin ni Simoun na siya nga si Ibarra at ikinuwento na nilibot niya ang buong daigdig upang magpayaman upang sa kanyang pagbabalik ay mapabagsak ang  pamahalaang sumira sa kanyang buhay.
El Filibusterismo,7,Si Simoun,15,Siya raw ay bumalik upang gisingin ang damdamin ng bayan sa paghihimagsik laban sa pagmamalabis ng taong pamahalaan at simbahan.
El Filibusterismo,7,Si Simoun,16,Di rin sang-ayon si Ibarra sa plano nina Basilio na pagtatayo ng paraalan ng Wikang Kastila at sa paghingi nilang gawing lalawigan ng Espanya ang Pilipinas at bigyan ng pantay na karapatan ang mga Kastila at Pilipino.
El Filibusterismo,7,Si Simoun,17,"Ayon kay Simoun, magbibigay lamang daw ito ng daan sa Pilipinas sa pagiging bayang walang sariling pagkukuro, walang kalayaan at pati kapintasan ay hiram dahil sa pagpipilit manghiram ng wika."
El Filibusterismo,7,Si Simoun,18,"Katwiran naman ni Basilio, ang kastila umano ay isang wikang magbubuklod- buklod sa mga pulo ng Pilipinas."
El Filibusterismo,7,Si Simoun,19,Bagay na pinabulaanan ni Simoun.
El Filibusterismo,7,Si Simoun,20,Kailan man ay di raw magiging wikang pangkalahatan sa bayang ito ang wikang Kastila.
El Filibusterismo,7,Si Simoun,21,"Iilan lamang daw ang nakapagsasalita ng Kastila at ang iilang ito ay mawawalan ng sariling kakayahan, magpapailalim sa ibang utak, at paaalipin."
El Filibusterismo,7,Si Simoun,22,Tinuligsa ni Simoun ang mga pangkat na naghahangad luminang sa wikang Kastila at di sa kaalamang magsalita o sumulat sa sarili nilang wika pati ang mga nagpapanggap na di sila maalam magsalita at umunawa ng sariling wika.
El Filibusterismo,7,Si Simoun,23,"Dagdag pa ni Simoun, mabuti raw kung ayaw silang turuan ng mga Kastila ng kanilang wika."
El Filibusterismo,7,Si Simoun,24,Mas maigi umano na paunlarin ang isang katutubong wikain nang mawala ang pagtatangi-tangi at magkaroon ng mga layuning pambansa.
El Filibusterismo,7,Si Simoun,25,Dapat din ay huwag hayaang magpalagay ang Kastila na sila ang panginoon dito at sila’y bahagi ng bayang ito kundi sila’y mga manlulupig at dayuhan.
El Filibusterismo,7,Si Simoun,26,Sa gayon daw ay mas matatamo nina Basilio ang tunay na paglaya.
El Filibusterismo,7,Si Simoun,27,"Inamin ni Simoun na ito ang dahilan kung bakit hinayaan niyang mabuhay si Basilio, Isagani at Makaraig na binalak niyang patayin dahil baka maging hadlang ang mga ito sa pinaplano niyang paghihiganti."
El Filibusterismo,7,Si Simoun,28,"Paliwanag naman ni Basilio, ‘di daw siya isang pulitiko."
El Filibusterismo,7,Si Simoun,29,Napalagda lamang siya sa kahilingang tungkol sa paaralan dahil inaakala niyang iyon ang mabuti.
El Filibusterismo,7,Si Simoun,30,Ngunit sa panggagamot daw talaga ang hilig niya.
El Filibusterismo,7,Si Simoun,31,Sa kasalukuyang kalagayan daw ng lipunan ay hindi makapanggagamot nang mahusay si Basilio ayon kay Simoun dahil mas dapat umanong unahing gamutin ang sakit ng bayan.
El Filibusterismo,7,Si Simoun,32,"Ngunit para kay Basilio, kaya nga daw niya pinili ang siyensiya ay upang makapaglingkod sa bayan."
El Filibusterismo,7,Si Simoun,33,Kalaunan ay nauwi sa kadakilaan ng karunungan ang pag-uusap nina Basilio at Simoun.
El Filibusterismo,7,Si Simoun,34,Napansin ni Simoun na tila hindi naantig ang kalooban ni Basilio kaya tinuya niya ito.
El Filibusterismo,7,Si Simoun,35,"Ani Simoun, wala namang ginagawa si Basilio kundi tangisan ang bangkay ng kanyang ina na parang isang babae."
El Filibusterismo,7,Si Simoun,36,Tutulungan daw niya si Basilio sa paghihiganti.
El Filibusterismo,7,Si Simoun,37,"Ngunit ano naman daw ang mapapala niya sa paghihiganti kung hindi naman daw mabubuhay ang kanyang ina at kapatid kahit gawin niya ito, sagot ni Basilio."
El Filibusterismo,7,Si Simoun,38,"Ngunit tinugon siya ni Simoun na ang pagpapaumanhin ay ‘di laging kabaitan, ito’y kasalanan kung nagbibigaay-daan sa pang-aapi."
El Filibusterismo,7,Si Simoun,39,Walang mang-aalipin kung walang paaalipin.
El Filibusterismo,7,Si Simoun,40,Saka ipinaalala ni Simoun na sa pag-aaral ni Basilio ay maaaring danasin nito ang dinanas ni Ibarra.
El Filibusterismo,7,Si Simoun,41,Nagtaka si Basilio.
El Filibusterismo,7,Si Simoun,42,Siya na raw ang inapi ay siya pa ang kamumuhian.
El Filibusterismo,7,Si Simoun,43,"Ani Simoun, likas sa tao ang mamuhi sa kanyang inaapi."
El Filibusterismo,7,Si Simoun,44,Ngunit ‘di naman daw sila pinakikialaman ni Basilio kaya pabayaan daw nila siyang makagawa at mabuhay.
El Filibusterismo,7,Si Simoun,45,Tinugon naman ni Simoun si Basilio at sinabing magkakaanak din ito ng mababait na alipin at ang mga damdaming mabuti o masama ay mamamana ng kanyang magiging anak.
El Filibusterismo,7,Si Simoun,46,"Dagdag pa ni Simoun, walang hangad si Basilio kundi isang munting tahanan, kaunting kaginhawahan, isang asawa; isang dakot na bigas; mithiin rin ng marami sa Pilipinas, at kung iyan ay ibigay sa kanila, ituturing nilang sila’y mapalad na."
El Filibusterismo,7,Si Simoun,47,Matapos sabihing ‘di niya pinagbabawalan si Basilio sa pagbubunyag ng kanyang lihim ay sinabing kung may kailangan si Basilio ay magsadya lamang  ito sa kanyang tanggapan sa Escolta.
El Filibusterismo,7,Si Simoun,48,Nagpasalamat naman si Basilio at iniiwan si Simoun na nag-iisiP. Di raw kaya niya napaniwala si Basilio sa paghihiganti o may balak din itong maghiganti ngunit naglilihim lamang at nais sarilinin o sadyang wala nang hangad na maghiganti?
El Filibusterismo,7,Si Simoun,49,Ngunit lalong nagtumining sa loob ni Simoun ang matinding nasa na makapaghiganti.
El Filibusterismo,8,Maligayang Pasko,1,Kinaumagahan ay agad na tinungo ni Juli ng kinalalagyan ng Mahal na Birhen upang alamin kung may dalawandaan at limampung piso na sa ilalim nito.
El Filibusterismo,8,Maligayang Pasko,2,Sa kasamaang palad ay hindi naghimala ang Mahal na Birhen kaya inaliw na lamang niya ang sarili at inayos ang damit na dadalhin pagtungo sa tahanan ni Hermana Penchang.
El Filibusterismo,8,Maligayang Pasko,3,Dahil Pasko noon kaya ang mga bata ay binibihisan nang magara ang kanilang mga anak upang magsimba at pagkatapos ay dadalhin sa kanilang mga ninong at ninang upang mamasko.
El Filibusterismo,8,Maligayang Pasko,4,Nagpunta sa bahay ni Tandang Selo ang kanilang mga kamag-anak upang mamasko ngunit nang babatiin na niya ang mga ito ay laking gulat niya na walang salitang lumabas sa kaniyang bibig.
